"","internal.gene_id","gr.row","X","Chr","Start","End","Strand","Length","vectorbase.RU","orthoDB.collapsed","flybase.fbpp.collapsed","flybase.fbgn.collapsed","flybase.annot.collapsed","flybase.gene.collapsed","display.name","gene.family","gene.family.specific","dmel.blastx.fbpp","dmel.blastx.fbgn","dmel.blastx.annot","dmel.blastx.gene","dmel.blastx.evalues","reason"
"330","gene14350",5,"gene14350","supercont1.629","250686","251825","+",1140,"AAEL011906","EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT","FBpp0091095-FBpp0091050-FBpp0091086-FBpp0091062-FBpp0091059-FBpp0091080-FBpp0091092-FBpp0091101-FBpp0091052-FBpp0091083-FBpp0091065-FBpp0085248-FBpp0091098-FBpp0091057-FBpp0091110-FBpp0091077-FBpp0091074-FBpp0091107-FBpp0091054-FBpp0091089-FBpp0091068-FBpp0091104-FBpp0091071","FBgn0053849-FBgn0053801-FBgn0053840-FBgn0053816-FBgn0053813-FBgn0053834-FBgn0053846-FBgn0053855-FBgn0053804-FBgn0053837-FBgn0053819-FBgn0051617-FBgn0053852-FBgn0053810-FBgn0053864-FBgn0053831-FBgn0053828-FBgn0053861-FBgn0053807-FBgn0053843-FBgn0053822-FBgn0053858-FBgn0053825","CG33849-CG33801-CG33840-CG33816-CG33813-CG33834-CG33846-CG33855-CG33804-CG33837-CG33819-CG31617-CG33852-CG33810-CG33864-CG33831-CG33828-CG33861-CG33807-CG33843-CG33822-CG33858-CG33825","His1:CG33849-His1:CG33801-His1:CG33840-His1:CG33816-His1:CG33813-His1:CG33834-His1:CG33846-His1:CG33855-His1:CG33804-His1:CG33837-His1:CG33819-His1:CG31617-His1:CG33852-His1:CG33810-His1:CG33864-His1:CG33831-His1:CG33828-His1:CG33861-His1:CG33807-His1:CG33843-His1:CG33822-His1:CG33858-His1:CG33825","","","","FBpp0091083-FBpp0091086-FBpp0091089-FBpp0091092-FBpp0091095-FBpp0091098-FBpp0091101-FBpp0091104-FBpp0091107-FBpp0091110","FBgn0053837-FBgn0053840-FBgn0053843-FBgn0053846-FBgn0053849-FBgn0053852-FBgn0053855-FBgn0053858-FBgn0053861-FBgn0053864","CG33837-CG33840-CG33843-CG33846-CG33849-CG33852-CG33855-CG33858-CG33861-CG33864","His1:CG33837-His1:CG33840-His1:CG33843-His1:CG33846-His1:CG33849-His1:CG33852-His1:CG33855-His1:CG33858-His1:CG33861-His1:CG33864","1e-25-1e-25-1e-25-1e-25-1e-25-1e-25-1e-25-1e-25-1e-25-1e-25",""
"331","gene14356",5,"gene14356","supercont1.629;supercont1.629","252640;259865","259764;260311","+;+",7572,"AAEL011908",NA,NA,NA,NA,NA,"","","","FBpp0091054-FBpp0091086-FBpp0091089-FBpp0091092-FBpp0091095-FBpp0091098-FBpp0091101-FBpp0091104-FBpp0091107-FBpp0091110","FBgn0053807-FBgn0053840-FBgn0053843-FBgn0053846-FBgn0053849-FBgn0053852-FBgn0053855-FBgn0053858-FBgn0053861-FBgn0053864","CG33807-CG33840-CG33843-CG33846-CG33849-CG33852-CG33855-CG33858-CG33861-CG33864","His1:CG33807-His1:CG33840-His1:CG33843-His1:CG33846-His1:CG33849-His1:CG33852-His1:CG33855-His1:CG33858-His1:CG33861-His1:CG33864","3e-11-6e-11-6e-11-6e-11-6e-11-6e-11-6e-11-6e-11-6e-11-6e-11",""
"332","gene14375",6,"gene14375","supercont1.259;supercont1.259;supercont1.259;supercont1.259;supercont1.259;supercont1.259;supercont1.259;supercont1.259;supercont1.259;supercont1.259","1284625;1299214;1319034;1328630;1338841;1353612;1353880;1354160;1356431;1370383","1284875;1300272;1319784;1328946;1339259;1353665;1353955;1356369;1357255;1372461","+;+;+;+;+;+;+;+;+;+",8041,"AAEL007503","EOG8CG30G","FBpp0304106","FBgn0003218","CG11111","rdgB","","","","FBpp0073653","FBgn0003218","CG11111","rdgB","0",""
"333","gene14420",7,"gene14420","supercont1.285;supercont1.285;supercont1.285","410092;410176;410529","410108;410464;411677","+;+;+",1455,"AAEL007836",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"334","gene14434",3,"gene14434","supercont1.1068;supercont1.1068;supercont1.1068;supercont1.1068;supercont1.1068;supercont1.1068;supercont1.1068","12351;34266;51977;83581;83926;88392;89296","13212;35001;52168;83864;84093;89227;95316","+;+;+;+;+;+;+",9099,"AAEL014318","EOG8FR3HP","FBpp0076839","FBgn0015766","CG10596","Msr-110","","","","FBpp0311254","FBgn0015766","CG10596","Msr-110","5.00E-69",""
"335","gene14436",5,"gene14436","supercont1.1286;supercont1.1286;supercont1.1286;supercont1.1286;supercont1.1286","15881;16628;16950;17341;17975","16567;16889;17283;17634;19250","-;-;-;-;-",2853,"AAEL014837","EOG8Z91MW","FBpp0291497","FBgn0283437","CG42639","PPO1","","","","FBpp0087744-FBpp0291496-FBpp0291497-FBpp0088363-FBpp0072365-FBpp0073484-FBpp0077690-FBpp0075491","FBgn0033367-FBgn0261363-FBgn0283437-FBgn0002565-FBgn0002564-FBgn0002562-FBgn0002563-FBgn0000639","CG8193-CG42640-CG42639-CG6806-CG6821-CG2559-CG4178-CG17285","PPO2-PPO3-PPO1-Lsp2-Lsp1gamma-Lsp1alpha-Lsp1beta-Fbp1","0-0-0-2e-46-3e-40-4e-39-7e-38-2e-08",""
"336","gene14456",5,"gene14456","supercont1.218;supercont1.218;supercont1.218;supercont1.218;supercont1.218","1117019;1168570;1169455;1182493;1182632","1117209;1168841;1169577;1182572;1185711","+;+;+;+;+",3746,"AAEL006711","EOG834ZZJ","FBpp0077874","FBgn0037007","CG5059","CG5059","","","","FBpp0077874","FBgn0037007","CG5059","CG5059","6.00E-63",""
"337","gene1447",2,"gene1447","supercont1.168;supercont1.168;supercont1.168;supercont1.168;supercont1.168;supercont1.168","921118;922573;927722;928914;929274;935513","922513;924749;928084;929022;929458;939073","+;+;+;+;+;+",7791,"AAEL005648","EOG8030HN","FBpp0080715","FBgn0032753","CG17572","CG17572","","","","FBpp0080715-FBpp0085001-FBpp0306655-FBpp0078543-FBpp0071322-FBpp0081237","FBgn0032753-FBgn0039758-FBgn0000533-FBgn0027930-FBgn0019929-FBgn0037515","CG17572-CG9737-CG4920-CG1102-CG2045-CG3066","CG17572-CG9737-ea-MP1-Ser7-Sp7","3e-153-4e-38-2e-34-3e-33-4e-33-1e-32",""
"338","gene14492",5,"gene14492","supercont1.174;supercont1.174","1532644;1533168","1533112;1534393","+;+",1695,"AAEL005772","EOG87Q0ZS","FBpp0087892","FBgn0033268","CG2297","Obp44a","AaegObp22","OBP","OBP","FBpp0084816-FBpp0087892-FBpp0084828-FBpp0078266-FBpp0084829","FBgn0039678-FBgn0033268-FBgn0039685-FBgn0046875-FBgn0039682","CG18111-CG2297-CG7592-CG31558-CG7584","Obp99a-Obp44a-Obp99b-Obp83g-Obp99c","1e-30-1e-30-1e-22-4e-12-1e-10","Obp paper"
"339","gene14494",8,"gene14494","supercont1.174;supercont1.174;supercont1.174;supercont1.174;supercont1.174;supercont1.174;supercont1.174;supercont1.174;supercont1.174","356529;380936;382553;387054;387830;388908;419634;420121;421005","357298;381655;382713;387152;387947;389115;419838;420276;421303","+;+;+;+;+;+;+;+;+",2736,"AAEL005776","EOG8WDH3H","FBpp0078438","FBgn0037324","CG10609","Orco","AaegOr7","OR","OR","FBpp0078438-FBpp0077499-FBpp0076029-FBpp0087029-FBpp0087602-FBpp0288403-FBpp0076104-FBpp0081361-FBpp0081383","FBgn0037324-FBgn0026396-FBgn0036078-FBgn0033727-FBgn0033422-FBgn0026394-FBgn0036009-FBgn0037594-FBgn0037590","CG10609-CG15377-CG14156-CG13158-CG12931-CG11767-CG12526-CG11742-CG11735","Orco-Or22c-Or67c-Or49a-Or45b-Or24a-Or67a-Or85d-Or85b","0-9e-14-2e-11-4e-11-1e-10-2e-10-3e-10-9e-08-3e-07","Or paper"
"340","gene14495",7,"gene14495","supercont1.174","978298","979134","+",837,"AAEL005782","EOG812PXH","FBpp0083103","FBgn0038639","CG7705","CG7705","","","","FBpp0083103","FBgn0038639","CG7705","CG7705","8.00E-10",""
"341","gene14507",8,"gene14507","supercont1.174;supercont1.174;supercont1.174;supercont1.174;supercont1.174;supercont1.174;supercont1.174;supercont1.174","613217;649300;657931;693060;726385;726671;804804;806159","614197;649515;657954;693120;726593;726797;806098;807008","+;+;+;+;+;+;+;+",3763,"AAEL005769","EOG8Z0DX5","FBpp0081114","FBgn0001112","CG1152","Gld","","","","FBpp0081114-FBpp0073800-FBpp0073791-FBpp0073797-FBpp0310796-FBpp0073793-FBpp0073802-FBpp0073801","FBgn0001112-FBgn0030590-FBgn0030598-FBgn0030592-FBgn0266435-FBgn0030596-FBgn0030588-FBgn0030589","CG1152-CG9518-CG9503-CG9514-CG45065-CG12398-CG9521-CG9519","Gld-CG9518-CG9503-CG9514-CG45065-CG12398-CG9521-CG9519","0-1e-155-3e-155-6e-154-8e-145-3e-132-3e-130-3e-127",""
"342","gene14510",3,"gene14510","supercont1.174;supercont1.174;supercont1.174;supercont1.174","1131387;1131968;1141089;1142585","1131550;1132025;1142522;1144682","+;+;+;+",3754,"AAEL005789",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"343","gene14511",8,"gene14511","supercont1.174;supercont1.174;supercont1.174;supercont1.174","504146;509207;539722;540093","504729;509376;540026;541368","+;+;+;+",2335,"AAEL005779","EOG85XBN8","FBpp0078439","FBgn0037323","CG2663","CG2663","","","","FBpp0078439-FBpp0087586-FBpp0099382-FBpp0073145-FBpp0085226-FBpp0099381-FBpp0078953-FBpp0087617","FBgn0037323-FBgn0033437-FBgn0053966-FBgn0053514-FBgn0039864-FBgn0053965-FBgn0051636-FBgn0050339","CG2663-CG12926-CG33966-CG33514-CG11550-CG33965-CG31636-CG30339","CG2663-CG12926-CG33966-CG33514-CG11550-CG33965-CG31636-CG30339","4e-159-6e-69-2e-62-2e-57-3e-56-5e-53-2e-52-6e-51",""
"344","gene14531",6,"gene14531","supercont1.199;supercont1.199;supercont1.199;supercont1.199;supercont1.199;supercont1.199;supercont1.199;supercont1.199;supercont1.199;supercont1.199;supercont1.199;supercont1.199;supercont1.199;supercont1.199;supercont1.199;supercont1.199","636114;638187;638216;649688;701802;711809;712085;720922;722181;762867;767834;768373;788926;794509;807853;830556","637037;638208;639492;649956;701949;712009;712600;721200;723512;763001;767963;771161;790843;802957;809297;833191","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",22470,"AAEL006301","EOG8BK7VV","FBpp0290499","FBgn0004652","CG14307","fru","","","","FBpp0083060","FBgn0004652","CG14307","fru","1.00E-56",""
"345","gene1454",3,"gene1454","supercont1.168;supercont1.168;supercont1.168;supercont1.168;supercont1.168;supercont1.168;supercont1.168;supercont1.168;supercont1.168;supercont1.168;supercont1.168;supercont1.168;supercont1.168;supercont1.168","1267937;1279669;1280669;1280998;1281167;1281378;1281624;1281844;1289090;1289315;1289793;1296092;1296488;1317894","1268549;1280598;1280937;1281104;1281318;1281561;1281778;1281938;1289257;1289703;1290006;1296309;1296720;1317958","-;-;-;-;-;-;-;-;-;-;-;-;-;-",3792,"AAEL018347",NA,NA,NA,NA,NA,"","","","FBpp0071174-FBpp0082184-FBpp0088629-FBpp0289348-FBpp0074401-FBpp0082173","FBgn0030051-FBgn0003450-FBgn0037222-FBgn0038114-FBgn0030925-FBgn0038113","CG2056-CG7996-CG14642-CG11670-CG6361-CG11668","spirit-snk-CG14642-CG11670-Hayan-CG11668","4e-52-9e-52-2e-47-1e-45-6e-40-4e-39",""
"346","gene14584",6,"gene14584","supercont1.772;supercont1.772;supercont1.772;supercont1.772;supercont1.772;supercont1.772;supercont1.772","174248;190152;197494;206726;221485;221705;234627","174822;190644;198081;208762;221609;222038;236169","+;+;+;+;+;+;+",5695,"AAEL012987","EOG8TMTSR","FBpp0086773","FBgn0000662","CG6315","fl(2)d","","","","FBpp0086773","FBgn0000662","CG6315","fl(2)d","9.00E-85",""
"347","gene14607",8,"gene14607","supercont1.136;supercont1.136;supercont1.136","1319704;1322154;1333261","1321612;1322366;1334330","-;-;-",3192,"AAEL004951",NA,NA,NA,NA,NA,"","","","FBpp0112271-FBpp0291858-FBpp0076704-FBpp0087033-FBpp0087286-FBpp0087035-FBpp0076732-FBpp0076699","FBgn0050045-FBgn0033603-FBgn0035686-FBgn0033730-FBgn0033597-FBgn0033731-FBgn0052405-FBgn0020641","CG30045-CG13214-CG12330-CG8511-CG9079-CG8515-CG32405-CG6955","Cpr49Aa-Cpr47Ef-Cpr65Az-Cpr49Ag-Cpr47Ea-Cpr49Ah-Cpr65Av-Lcp65Ad","3e-17-2e-16-9e-16-2e-13-2e-13-4e-13-9e-13-5e-12",""
"348","gene14614",3,"gene14614","supercont1.136;supercont1.136;supercont1.136;supercont1.136;supercont1.136;supercont1.136;supercont1.136;supercont1.136;supercont1.136;supercont1.136;supercont1.136;supercont1.136;supercont1.136;supercont1.136;supercont1.136;supercont1.136","297674;298301;298754;299784;300019;300826;301120;301664;301905;302156;302551;302873;303957;320533;377796;410302","298233;298696;299728;299964;300762;301058;301603;301847;302100;302485;302671;303894;304688;321156;378815;410973","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",8474,"AAEL018040","EOG8GB9XB","FBpp0309770","FBgn0083956","CG34120","CG34120","","","","FBpp0110124-FBpp0074959-FBpp0297618-FBpp0110241-FBpp0300324","FBgn0083956-FBgn0036747-FBgn0031170-FBgn0028539-FBgn0261998","CG34120-CG6052-CG1718-CG31731-CG42816","CG34120-CG6052-CG1718-CG31731-CG42816","0-1e-97-5e-90-3e-36-2e-34",""
"349","gene14618",6,"gene14618","supercont1.136;supercont1.136","792767;794469","794405;794865","+;+",2036,"AAEL004967","EOG8BVVKX-EOG8BVVKX-EOG8BVVKX-EOG8BVVKX","FBpp0075271-FBpp0075269-FBpp0075270-FBpp0075268","FBgn0036553-FBgn0036551-FBgn0036552-FBgn0036550","CG17027-CG17029-CG17028-CG17026","CG17027-CG17029-CG17028-CG17026","","","","FBpp0075269-FBpp0075270-FBpp0075268-FBpp0075271-FBpp0078071-FBpp0078069","FBgn0036551-FBgn0036552-FBgn0036550-FBgn0036553-FBgn0037063-FBgn0037064","CG17029-CG17028-CG17026-CG17027-CG9391-CG9389","CG17029-CG17028-CG17026-CG17027-CG9391-CG9389","3e-84-6e-82-5e-68-5e-66-7e-61-3e-53",""
"350","gene14629",4,"gene14629","supercont1.136;supercont1.136;supercont1.136;supercont1.136;supercont1.136;supercont1.136;supercont1.136;supercont1.136;supercont1.136","1711060;1772066;1800897;1801309;1803232;1803501;1827512;1827725;1827911","1711080;1772191;1801248;1803174;1803440;1803726;1827662;1827844;1829343","+;+;+;+;+;+;+;+;+",4504,"AAEL004961","EOG8SFCX8","FBpp0305357","FBgn0264542","CG43921","CG43921","","","","FBpp0305359-FBpp0086813-FBpp0307255","FBgn0264542-FBgn0004638-FBgn0264959","CG43921-CG6033-CG44128","CG43921-drk-Src42A","7e-113-7e-11-1e-08",""
"351","gene14658",1,"gene14658","supercont1.360;supercont1.360;supercont1.360","183801;184436;207376","184370;185235;208759","-;-;-",2754,"AAEL008963","EOG86DPTH","FBpp0073725","FBgn0030558","CG1461","CG1461","","","","FBpp0073725-FBpp0081993-FBpp0073600","FBgn0030558-FBgn0037955-FBgn0030478","CG1461-CG6950-CG1640","CG1461-CG6950-CG1640","0-1e-17-5e-16",""
"352","gene14758",1,"gene14758","supercont1.292;supercont1.292;supercont1.292;supercont1.292;supercont1.292;supercont1.292;supercont1.292;supercont1.292;supercont1.292","921424;921994;924366;938396;951576;952344;952479;960294;960872","921932;924303;924551;939108;951866;952406;952664;960787;961201","-;-;-;-;-;-;-;-;-",5082,"AAEL007967",NA,NA,NA,NA,NA,"","","","FBpp0301780-FBpp0080166-FBpp0080191-FBpp0301776-FBpp0080190-FBpp0080162","FBgn0243514-FBgn0028939-FBgn0028543-FBgn0259896-FBgn0028542-FBgn0027929","CG6124-CG18146-CG31839-CG8942-CG33115-CG33119","eater-NimC2-NimB2-NimC1-NimB4-NimB1","7e-165-6e-85-1e-76-3e-47-6e-44-1e-36",""
"353","gene14760",3,"gene14760","supercont1.292;supercont1.292;supercont1.292;supercont1.292;supercont1.292","1091085;1091350;1092419;1092856;1093438","1091146;1092053;1092793;1093374;1093897","+;+;+;+;+",2120,"AAEL007969","EOG89368V","FBpp0082184","FBgn0003450","CG7996","snk","","","","FBpp0082184-FBpp0071174-FBpp0088629-FBpp0289348-FBpp0084730","FBgn0003450-FBgn0030051-FBgn0037222-FBgn0038114-FBgn0039628","CG7996-CG2056-CG14642-CG11670-CG11841","snk-spirit-CG14642-CG11670-CG11841","7e-70-5e-65-5e-64-9e-57-4e-55",""
"354","gene14770",1,"gene14770","supercont1.105;supercont1.105;supercont1.105","1532549;1534551;1534920","1532722;1534871;1536110","+;+;+",1686,"AAEL004027","EOG88SKJS-EOG88SKJS-EOG88SKJS-EOG88SKJS","FBpp0073796-FBpp0073795-FBpp0073795-FBpp0073796","FBgn0030593-FBgn0030594-FBgn0030594-FBgn0030593","CG9512-CG9509-CG9509-CG9512","CG9512-CG9509-CG9509-CG9512","","","","FBpp0073796-FBpp0073795-FBpp0073791-FBpp0310796-FBpp0073800-FBpp0073797","FBgn0030593-FBgn0030594-FBgn0030598-FBgn0266435-FBgn0030590-FBgn0030592","CG9512-CG9509-CG9503-CG45065-CG9518-CG9514","CG9512-CG9509-CG9503-CG45065-CG9518-CG9514","3e-137-3e-136-6e-134-1e-130-2e-129-2e-120",""
"355","gene14783",8,"gene14783","supercont1.105;supercont1.105","2092269;2097035","2093217;2098670","+;+",2585,"AAEL004009","EOG80048P-EOG80048P","FBpp0073804-FBpp0073803","FBgn0030586-FBgn0030587","CG12539-CG9522","CG12539-CG9522","","","","FBpp0073803-FBpp0073804-FBpp0084360-FBpp0073800-FBpp0073791-FBpp0073801-FBpp0073802-FBpp0073797","FBgn0030587-FBgn0030586-FBgn0039415-FBgn0030590-FBgn0030598-FBgn0030589-FBgn0030588-FBgn0030592","CG9522-CG12539-CG6142-CG9518-CG9503-CG9519-CG9521-CG9514","CG9522-CG12539-CG6142-CG9518-CG9503-CG9519-CG9521-CG9514","0-0-4e-162-7e-159-3e-158-1e-151-1e-150-2e-149",""
"356","gene14785",3,"gene14785","supercont1.105;supercont1.105;supercont1.105;supercont1.105;supercont1.105","1986015;1991042;1999515;2003753;2004033","1986138;1991058;1999526;2003840;2005840","+;+;+;+;+",2049,"AAEL004014","EOG8THZJP-EOG8THZJP","FBpp0073801-FBpp0073802","FBgn0030589-FBgn0030588","CG9519-CG9521","CG9519-CG9521","","","","FBpp0073801-FBpp0073802-FBpp0073804-FBpp0073800-FBpp0084360-FBpp0073803-FBpp0073791-FBpp0073797","FBgn0030589-FBgn0030588-FBgn0030586-FBgn0030590-FBgn0039415-FBgn0030587-FBgn0030598-FBgn0030592","CG9519-CG9521-CG12539-CG9518-CG6142-CG9522-CG9503-CG9514","CG9519-CG9521-CG12539-CG9518-CG6142-CG9522-CG9503-CG9514","0-0-4e-173-2e-172-3e-171-9e-170-1e-166-2e-163",""
"357","gene14789",2,"gene14789","supercont1.105;supercont1.105","1561598;1564338","1562538;1564986","+;+",1590,"AAEL004025","EOG8VT8NS","FBpp0073793","FBgn0030596","CG12398","CG12398","","","","FBpp0073800-FBpp0073796-FBpp0073795-FBpp0073791-FBpp0310796-FBpp0073797","FBgn0030590-FBgn0030593-FBgn0030594-FBgn0030598-FBgn0266435-FBgn0030592","CG9518-CG9512-CG9509-CG9503-CG45065-CG9514","CG9518-CG9512-CG9509-CG9503-CG45065-CG9514","1e-146-1e-140-2e-140-2e-131-1e-125-6e-121",""
"358","gene14796",1,"gene14796","supercont1.105;supercont1.105","1128995;1129607","1129548;1131457","-;-",2405,"AAEL004022","EOG8DFSD1","FBpp0077586","FBgn0031327","CG5397","CG5397","","","","FBpp0077586-FBpp0079434-FBpp0113027-FBpp0070594-FBpp0081815-FBpp0081077-FBpp0305575","FBgn0031327-FBgn0032131-FBgn0032132-FBgn0029690-FBgn0027584-FBgn0015576-FBgn0000592","CG5397-CG3841-CG4382-CG6414-CG4757-CG1121-CG6917","CG5397-CG3841-CG4382-CG6414-CG4757-alpha-Est8-Est-6","1e-179-2e-39-4e-35-1e-34-2e-32-1e-31-4e-31",""
"359","gene14801",2,"gene14801","supercont1.105","1536890","1538553","+",1664,"RU568",NA,NA,NA,NA,NA,"","","","FBpp0073796-FBpp0073800-FBpp0310796-FBpp0073791-FBpp0073797-FBpp0073795","FBgn0030593-FBgn0030590-FBgn0266435-FBgn0030598-FBgn0030592-FBgn0030594","CG9512-CG9518-CG45065-CG9503-CG9514-CG9509","CG9512-CG9518-CG45065-CG9503-CG9514-CG9509","3e-36-2e-30-1e-29-7e-29-7e-29-8e-27",""
"360","gene14816",6,"gene14816","supercont1.731;supercont1.731;supercont1.731","281951;283242;283504","283183;283443;283999","+;+;+",1931,"AAEL017361","EOG8FN79V-EOG8FN79V","FBpp0290171-FBpp0290170","FBgn0260644-FBgn0260643","CG42536-CG42535","CG42536-CG42535","AaegOr115","OR","OR",NA,NA,NA,NA,NA,"Or paper"
"361","gene14820",3,"gene14820","supercont1.798","414514","415485","+",972,"AAEL013158","EOG8SBHQ7","FBpp0088242","FBgn0017545","CG2168","RpS3A","","","","FBpp0088242","FBgn0017545","CG2168","RpS3A","2.00E-144",""
"362","gene14825",5,"gene14825","supercont1.767;supercont1.767;supercont1.767","338892;339741;340176","339679;340081;341125","+;+;+",2079,"AAEL012955",NA,NA,NA,NA,NA,"","","","FBpp0081208-FBpp0079979-FBpp0081207-FBpp0083648-FBpp0083647-FBpp0077588-FBpp0081206-FBpp0086831-FBpp0073719","FBgn0037433-FBgn0032453-FBgn0037432-FBgn0038973-FBgn0038972-FBgn0011294-FBgn0037431-FBgn0265272-FBgn0030552","CG17919-CG6180-CG10298-CG18594-CG7054-CG5430-CG17917-CG30060-CG15871","CG17919-CG6180-CG10298-Pebp1-CG7054-a5-CG17917-CG30060-mRpL38","8e-56-2e-54-4e-54-1e-52-1e-45-8e-43-9e-43-6e-23-4e-15",""
"363","gene14869",6,"gene14869","supercont1.81;supercont1.81;supercont1.81;supercont1.81;supercont1.81;supercont1.81;supercont1.81;supercont1.81;supercont1.81;supercont1.81;supercont1.81;supercont1.81;supercont1.81;supercont1.81;supercont1.81;supercont1.81;supercont1.81;supercont1.81;supercont1.81;supercont1.81","1306707;1307715;1328097;1344014;1344208;1344531;1344777;1346197;1358617;1366995;1386389;1393274;1414048;1417114;1418496;1419113;1447991;1456050;1465272;1488603","1307089;1308000;1334028;1344135;1344452;1344673;1344933;1346673;1358698;1367161;1386537;1393325;1415507;1417622;1418552;1419193;1448145;1456096;1465468;1488837","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",10936,"AAEL003199","EOG82VC70","FBpp0303407","FBgn0051163","CG31163","SKIP","","","","FBpp0293574-FBpp0111522-FBpp0300576","FBgn0051163-FBgn0263117-FBgn0024811","CG31163-CG34377-CG1587","SKIP-CG34377-Crk","1e-99-4e-22-3e-08",""
"364","gene1488",6,"gene1488","supercont1.19;supercont1.19;supercont1.19;supercont1.19;supercont1.19;supercont1.19","806030;812480;829584;829778;885027;906116","812414;812721;829715;830087;886274;908171","-;-;-;-;-;-",10373,"AAEL000967",NA,NA,NA,NA,NA,"","","","FBpp0312604","FBgn0267796","CG46121","CG46121","1.00E-18",""
"365","gene14887",2,"gene14887","supercont1.81;supercont1.81;supercont1.81;supercont1.81;supercont1.81;supercont1.81;supercont1.81;supercont1.81;supercont1.81;supercont1.81","611391;622630;622870;622994;623503;623834;624359;624782;625062;671568","612018;622802;622938;623441;623770;624297;624688;625023;625130;672204","-;-;-;-;-;-;-;-;-;-",3328,"AAEL003194","EOG8MWBXJ","FBpp0082118","FBgn0038072","CG6225","CG6225","","","","FBpp0082118-FBpp0080509","FBgn0038072-FBgn0026150","CG6225-CG6291","CG6225-ApepP","0-3e-117",""
"366","gene14896",3,"gene14896","supercont1.1161;supercont1.1161;supercont1.1161;supercont1.1161","73051;86476;88070;88910","73658;88009;88848;89910","+;+;+;+",3922,"AAEL014553",NA,NA,NA,NA,NA,"","","","FBpp0070831-FBpp0074279-FBpp0084449-FBpp0309076-FBpp0110099-FBpp0297922-FBpp0289339","FBgn0029831-FBgn0030884-FBgn0039471-FBgn0034166-FBgn0250847-FBgn0031426-FBgn0035453","CG5966-CG6847-CG6295-CG6472-CG14034-CG18641-CG10357","CG5966-CG6847-CG6295-CG6472-CG14034-CG18641-CG10357","1e-157-2e-42-1e-27-1e-27-2e-27-3e-27-8e-27",""
"367","gene14913",2,"gene14913","supercont1.490;supercont1.490;supercont1.490;supercont1.490","238301;240648;251683;261071","239582;241338;252286;262985","-;-;-;-",4492,"AAEL010602","EOG876NQP","FBpp0086845","FBgn0053138","CG33138","AGBE","","","","FBpp0086845-FBpp0087838-FBpp0087827-FBpp0087826","FBgn0053138-FBgn0002570-FBgn0033294-FBgn0002569","CG33138-CG8696-CG8693-CG8694","AGBE-Mal-A1-Mal-A4-Mal-A2","0-0.002-0.006-0.01",""
"368","gene14924",6,"gene14924","supercont1.925;supercont1.925;supercont1.925;supercont1.925;supercont1.925","175778;176686;186164;186538;218949","176620;176818;186479;187314;219334","-;-;-;-;-",2455,"AAEL013802","EOG8X3KS0","FBpp0086254","FBgn0034145","CG5065","CG5065","","","","FBpp0086254-FBpp0083231-FBpp0070789-FBpp0083901","FBgn0034145-FBgn0038751-FBgn0029821-FBgn0039131","CG5065-CG4770-CG4020-CG12268","CG5065-CG4770-CG4020-CG12268","4e-147-2e-124-2e-102-9e-100",""
"369","gene14926",3,"gene14926","supercont1.925;supercont1.925;supercont1.925;supercont1.925","239160;240238;258418;294558","240175;240960;258856;295251","-;-;-;-",2872,"AAEL013801","EOG86HK2N","FBpp0082619","FBgn0038354","CG5404","CG5404","","","","FBpp0082559-FBpp0082619-FBpp0084081-FBpp0085026-FBpp0304956","FBgn0038337-FBgn0038354-FBgn0013953-FBgn0039787-FBgn0036240","CG6125-CG5404-CG7005-CG9702-CG6928","CG6125-CG5404-Esp-CG9702-CG6928","4e-154-2e-147-4e-129-4e-115-7e-106",""
"370","gene14936",4,"gene14936","supercont1.75;supercont1.75;supercont1.75;supercont1.75;supercont1.75;supercont1.75","2400412;2401404;2402149;2482009;2482386;2514748","2400977;2402082;2402427;2482313;2482742;2515468","-;-;-;-;-;-",2907,"AAEL003030",NA,NA,NA,NA,NA,"","","","FBpp0312354-FBpp0073750-FBpp0085077-FBpp0081492-FBpp0075323-FBpp0072462","FBgn0039808-FBgn0030573-FBgn0039809-FBgn0037645-FBgn0036522-FBgn0035144","CG12071-CG5310-CG15547-CG11966-CG7372-CG17181","CG12071-nmdyn-D6-CG15547-CG11966-CG7372-Kah","9e-61-2e-13-8e-12-9e-11-2e-10-4e-10",""
"371","gene14939",5,"gene14939","supercont1.75;supercont1.75","2604989;2605341","2605272;2606978","+;+",1922,"AAEL003039","EOG8B2WNX","FBpp0070409","FBgn0023542","CG3460","Nmd3","","","","FBpp0070409","FBgn0023542","CG3460","Nmd3","0",""
