"","internal.gene_id","gr.row","X","Chr","Start","End","Strand","Length","vectorbase.RU","orthoDB.collapsed","flybase.fbpp.collapsed","flybase.fbgn.collapsed","flybase.annot.collapsed","flybase.gene.collapsed","display.name","gene.family","gene.family.specific","dmel.blastx.fbpp","dmel.blastx.fbgn","dmel.blastx.annot","dmel.blastx.gene","dmel.blastx.evalues","reason"
"55","gene12262",1,"gene12262","supercont1.25;supercont1.25;supercont1.25;supercont1.25;supercont1.25;supercont1.25;supercont1.25;supercont1.25;supercont1.25","1794254;1795554;1795782;1796246;1796569;1796792;1796950;1805910;1817098","1795493;1795720;1796128;1796392;1796730;1796883;1797358;1807137;1818372","-;-;-;-;-;-;-;-;-",5067,"AAEL001204","EOG8Z395D","FBpp0089387",NA,NA,NA,"","","","FBpp0080472-FBpp0293880","FBgn0004797-FBgn0037612","CG31991-CG8112","mdy-CG8112","0-1e-20",""
"56","gene12277",3,"gene12277","supercont1.121;supercont1.121;supercont1.121;supercont1.121;supercont1.121;supercont1.121;supercont1.121;supercont1.121;supercont1.121;supercont1.121","2039857;2041209;2041858;2055654;2055807;2058851;2064326;2064755;2065684;2067546","2040054;2041572;2042132;2055731;2055929;2058963;2064688;2065071;2066876;2068197","+;+;+;+;+;+;+;+;+;+",3676,"AAEL004501","EOG8WT02B","FBpp0088446","FBgn0005278","CG2674","Sam-S","","","","FBpp0088445","FBgn0005278","CG2674","Sam-S","0",""
"57","gene12283",5,"gene12283","supercont1.121","2067411","2067593","+",183,"AAEL004498",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"58","gene12315",1,"gene12315","supercont1.599;supercont1.599;supercont1.599","613322;623716;623904","623648;623841;624295","+;+;+",10845,"AAEL011658",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"59","gene12318",3,"gene12318","supercont1.599","245806","246117","-",312,"AAEL011660",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"60","gene12363",3,"gene12363","supercont1.43;supercont1.43;supercont1.43;supercont1.43;supercont1.43;supercont1.43","2370553;2377683;2387221;2406437;2406788;2407007","2371082;2378049;2388113;2406603;2406931;2408287","+;+;+;+;+;+",3382,"AAEL001798","EOG8FFGTH","FBpp0080414","FBgn0024734","CG4993","PRL-1","","","","FBpp0080413-FBpp0290545-FBpp0290736-FBpp0080801","FBgn0024734-FBgn0031952-FBgn0026379-FBgn0000464","CG4993-CG7134-CG5671-CG10443","PRL-1-cdc14-Pten-Lar","7e-107-2e-09-0.003-0.005",""
"61","gene12395",4,"gene12395","supercont1.433;supercont1.433;supercont1.433;supercont1.433;supercont1.433","764194;796861;834886;837994;838690","764283;797961;835035;838143;839489","+;+;+;+;+",2291,"AAEL009861","EOG83FKPW","FBpp0071607","FBgn0034638","CG10433","CG10433","","","","FBpp0071607","FBgn0034638","CG10433","CG10433","3.00E-22",""
"62","gene12537",1,"gene12537","supercont1.223;supercont1.223;supercont1.223;supercont1.223;supercont1.223","367994;405008;410485;411028;411372","369133;410422;410968;411306;411839","+;+;+;+;+",7786,"AAEL006834","EOG84J58D","FBpp0078130","FBgn0037146","CG7470","CG7470","","","","FBpp0078130","FBgn0037146","CG7470","CG7470","0",""
"63","gene12606",1,"gene12606","supercont1.941;supercont1.941","83232;83896","83836;84323","+;+",1033,"AAEL013851",NA,NA,NA,NA,NA,"","","","FBpp0072163-FBpp0070421","FBgn0019643-FBgn0040376","CG3318-CG13759","Dat-CG13759","5e-06-2e-05",""
"64","gene12614",9,"gene12614","supercont1.131;supercont1.131","591254;591485","591421;593989","+;+",2673,"AAEL004818","EOG8VT8NT","FBpp0081001","FBgn0032925","CG9246","CG9246","","","","FBpp0081001","FBgn0032925","CG9246","CG9246","0",""
"65","gene12647",3,"gene12647","supercont1.216;supercont1.216","1006962;1103196","1007324;1103301","+;+",469,"AAEL006685","EOG8X0QKM","FBpp0312039","FBgn0267252","CG3694","Ggamma30A","","","","FBpp0079395-FBpp0087727","FBgn0267252-FBgn0004921","CG3694-CG8261","Ggamma30A-Ggamma1","6e-42-5e-07",""
"66","gene12721",8,"gene12721","supercont1.362;supercont1.362","1357170;1359073","1359006;1359650","+;+",2415,"AAEL009020","EOG8FBMKC-EOG8FBMKC-EOG8FBMKC","FBpp0289447-FBpp0087548-FBpp0087549","FBgn0031117-FBgn0050000-FBgn0050005","CG1702-CG30000-CG30005","GstT3-GstT1-GstT2","","","","FBpp0077002-FBpp0087548-FBpp0073609-FBpp0087549-FBpp0072341","FBgn0031117-FBgn0050000-FBgn0030484-FBgn0050005-FBgn0027590","CG1702-CG30000-CG1681-CG30005-CG16936","GstT3-GstT1-GstT4-GstT2-GstE12","2e-69-3e-62-2e-54-7e-54-1e-15",""
"67","gene12757",3,"gene12757","supercont1.44;supercont1.44;supercont1.44;supercont1.44;supercont1.44","3029251;3029639;3146686;3161070;3161221","3029264;3030273;3146740;3161151;3162756","+;+;+;+;+",2322,"AAEL001875","EOG8X9B8T","FBpp0303237","FBgn0263355","CG31688","CG31688","","","","FBpp0271886","FBgn0263355","CG31688","CG31688","9.00E-113",""
"68","gene12776",9,"gene12776","supercont1.64;supercont1.64","1782749;1784508","1784426;1784775","-;-",1946,"AAEL002686",NA,NA,NA,NA,NA,"","","","FBpp0071657-FBpp0077068-FBpp0071636-FBpp0071658-FBpp0082425-FBpp0074713-FBpp0297782-FBpp0080249-FBpp0075456-FBpp0312566","FBgn0034661-FBgn0031619-FBgn0034666-FBgn0042098-FBgn0038250-FBgn0036891-FBgn0263040-FBgn0028866-FBgn0036436-FBgn0000808","CG4386-CG3355-CG9294-CG18735-CG3505-CG9372-CG43335-CG18420-CG4914-CG1505","CG4386-CG3355-CG9294-CG18735-CG3505-CG9372-CG43335-CG18420-CG4914-gd","1e-08-2e-07-4e-07-2e-05-3e-05-5e-05-6e-05-1e-04-3e-04-4e-04",""
"69","gene12874",5,"gene12874","supercont1.98","1638299","1640073","-",1775,"AAEL003858","EOG81G5X6","FBpp0085960","FBgn0062440","CG17680","CG17680","","","","FBpp0085960-FBpp0297778","FBgn0062440-FBgn0263026","CG17680-CG43321","CG17680-CG43321","7e-21-3e-04",""
"70","gene12985",9,"gene12985","supercont1.35;supercont1.35;supercont1.35","1085492;1096383;1096567","1085587;1096507;1096672","+;+;+",327,"AAEL001511",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"71","gene12998",9,"gene12998","supercont1.35;supercont1.35;supercont1.35","1072412;1079695;1085187","1072431;1079736;1085283","+;+;+",159,"AAEL001512",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"72","gene13016",3,"gene13016","supercont1.1391;supercont1.1391;supercont1.1391;supercont1.1391;supercont1.1391;supercont1.1391","32694;32834;33075;33354;58941;66352","32767;33013;33287;33615;59227;66373","-;-;-;-;-;-",1038,"AAEL015000","EOG8R7Z2J","FBpp0303101","FBgn0005640","CG10579","Eip63E","","","","FBpp0072990","FBgn0005640","CG10579","Eip63E","0",""
"73","gene13017",1,"gene13017","supercont1.1002;supercont1.1002;supercont1.1002;supercont1.1002","133355;175200;176046;176623","134021;175980;176553;177950","+;+;+;+",3284,"AAEL014080","EOG8KSS9G","FBpp0300161","FBgn0051075","CG31075","CG31075","","","","FBpp0079406-FBpp0084452-FBpp0081045-FBpp0084265","FBgn0012036-FBgn0051075-FBgn0032945-FBgn0039349","CG3752-CG31075-CG8665-CG4685","Aldh-CG31075-CG8665-Ssadh","0-0-2e-135-3e-92",""
"74","gene13101",1,"gene13101","supercont1.233;supercont1.233;supercont1.233;supercont1.233;supercont1.233;supercont1.233;supercont1.233","220818;221389;233417;242636;242665;256008;262101","220860;221674;234182;242638;243163;256302;262870","+;+;+;+;+;+;+",2662,"AAEL007046",NA,NA,NA,NA,NA,"","","","FBpp0074238-FBpp0078804-FBpp0078803-FBpp0075845-FBpp0084813-FBpp0073223-FBpp0073222-FBpp0306183","FBgn0030872-FBgn0031758-FBgn0031757-FBgn0036199-FBgn0039674-FBgn0035567-FBgn0035568-FBgn0036808","CG6492-CG18340-CG9064-CG7314-CG1907-CG7514-CG18418-CG18363","Ucp4A-Ucp4B-Ucp4C-Bmcp-CG1907-CG7514-CG18418-Dic4","2e-50-3e-50-2e-44-1e-43-4e-36-1e-32-1e-30-7e-28",""
"75","gene13184",9,"gene13184","supercont1.856;supercont1.856;supercont1.856;supercont1.856;supercont1.856;supercont1.856;supercont1.856","130382;131773;132253;132647;132997;143115;143525","131714;132016;132586;132940;133098;143468;144059","-;-;-;-;-;-;-",3196,"AAEL013496","EOG8Z91MW","FBpp0291497","FBgn0283437","CG42639","PPO1","","","","FBpp0087744-FBpp0291496-FBpp0291497-FBpp0088363-FBpp0072365-FBpp0077690-FBpp0073484-FBpp0075492","FBgn0033367-FBgn0261363-FBgn0283437-FBgn0002565-FBgn0002564-FBgn0002563-FBgn0002562-FBgn0000639","CG8193-CG42640-CG42639-CG6806-CG6821-CG4178-CG2559-CG17285","PPO2-PPO3-PPO1-Lsp2-Lsp1gamma-Lsp1beta-Lsp1alpha-Fbp1","0-0-0-2e-45-2e-37-6e-33-1e-30-3e-10",""
"76","gene13329",1,"gene13329","supercont1.205;supercont1.205;supercont1.205;supercont1.205;supercont1.205","393987;403488;405905;422063;422422","394876;405845;406232;422356;422882","+;+;+;+;+",4331,"AAEL006446","EOG8CZF67","FBpp0077121","FBgn0027560","CG4104","Tps1","","","","FBpp0077121-FBpp0079067-FBpp0079069","FBgn0027560-FBgn0031907-FBgn0031908","CG4104-CG5171-CG5177","Tps1-CG5171-CG5177","0-1e-78-1e-61",""
"77","gene13394",6,"gene13394","supercont1.663;supercont1.663;supercont1.663","153873;154167;154947","154083;154370;155634","+;+;+",1103,"AAEL012180","EOG8P8J9N","FBpp0076832","FBgn0035624","CG12756","Eaf6","","","","FBpp0076832","FBgn0035624","CG12756","Eaf6","2.00E-50",""
"78","gene13411",1,"gene13411","supercont1.54;supercont1.54;supercont1.54","3074660;3075382;3076018","3075325;3075953;3076249","+;+;+",1470,"AAEL002347","EOG85QM5K-EOG85QM5K-EOG85QM5K-EOG85QM5K-EOG85QM5K-EOG85QM5K-EOG85QM5K","FBpp0082859-FBpp0292474-FBpp0082847-FBpp0082858-FBpp0082843-FBpp0112313-FBpp0082846","FBgn0038479-FBgn0038482-FBgn0038485-FBgn0038481-FBgn0051265-FBgn0051269-FBgn0038484","CG17477-CG4053-CG5255-CG17475-CG31265-CG31269-CG5246","CG17477-CG4053-CG5255-CG17475-CG31265-CG31269-CG5246","","","","FBpp0082847-FBpp0292474-FBpp0112313-FBpp0082859-FBpp0082858-FBpp0082843-FBpp0082845-FBpp0082846-FBpp0076964","FBgn0038485-FBgn0038482-FBgn0051269-FBgn0038479-FBgn0038481-FBgn0051265-FBgn0051267-FBgn0038484-FBgn0011834","CG5255-CG4053-CG31269-CG17477-CG17475-CG31265-CG31267-CG5246-CG2071","CG5255-CG4053-CG31269-CG17477-CG17475-CG31265-CG31267-CG5246-Ser6","2e-74-2e-67-3e-67-5e-63-4e-61-2e-59-4e-58-9e-57-1e-50",""
"79","gene13484",4,"gene13484","supercont1.210;supercont1.210;supercont1.210","523989;535218;536218","524651;536174;536558","+;+;+",1961,"AAEL006548",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"80","gene13496",1,"gene13496","supercont1.210","1324200","1325956","-",1757,"AAEL006563","EOG84J58P","FBpp0083269","FBgn0038738","CG4572","CG4572","","","","FBpp0083269-FBpp0080368-FBpp0072504-FBpp0072505-FBpp0080367","FBgn0038738-FBgn0051823-FBgn0052483-FBgn0035154-FBgn0051821","CG4572-CG31823-CG32483-CG3344-CG31821","CG4572-CG31823-CG32483-CG3344-CG31821","4e-135-3e-45-2e-39-6e-38-1e-31",""
"81","gene13569",1,"gene13569","supercont1.1052;supercont1.1052","188101;188285","188224;189296","+;+",1136,"AAEL014268",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"82","gene13578",7,"gene13578","supercont1.108;supercont1.108","1977682;1979649","1979544;1980020","-;-",2235,"AAEL004137","EOG89GP7M","FBpp0083227","FBgn0038742","CG4703","Arc42","","","","FBpp0083227-FBpp0082092-FBpp0074843-FBpp0076520-FBpp0076375-FBpp0289511-FBpp0078893-FBpp0080759","FBgn0038742-FBgn0037999-FBgn0036824-FBgn0035811-FBgn0035911-FBgn0034432-FBgn0031824-FBgn0032775","CG4703-CG4860-CG3902-CG12262-CG6638-CG7461-CG9547-CG17544","Arc42-CG4860-CG3902-CG12262-CG6638-CG7461-CG9547-CG17544","0-4e-180-9e-86-2e-79-2e-74-9e-58-1e-43-2e-12",""
"83","gene13676",6,"gene13676","supercont1.83","559923","560965","+",1043,"RU156",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"84","gene13768",9,"gene13768","supercont1.451;supercont1.451;supercont1.451","53554;73421;73823","56490;73766;74380","-;-;-",3841,"AAEL017263","EOG869TK4","FBpp0070395","FBgn0023529","CG2918","CG2918","","","","FBpp0070395-FBpp0082105-FBpp0082106-FBpp0082107-FBpp0082147-FBpp0081956-FBpp0081986-FBpp0082519","FBgn0023529-FBgn0051354-FBgn0013278-FBgn0013279-FBgn0013277-FBgn0013276-FBgn0013275-FBgn0266599","CG2918-CG5834-CG31359-CG6489-CG31449-CG18743-CG31366-CG4264","CG2918-Hsp70Bbb-Hsp70Bb-Hsp70Bc-Hsp70Ba-Hsp70Ab-Hsp70Aa-Hsc70-4","0-2e-53-5e-53-5e-53-6e-53-4e-52-4e-52-2e-50",""
"85","gene13935",1,"gene13935","supercont1.671;supercont1.671","608961;610633","610573;610967","-;-",1948,"AAEL012255",NA,NA,NA,NA,NA,"","","","FBpp0084911-FBpp0288699-FBpp0305379-FBpp0075360-FBpp0289593-FBpp0080067","FBgn0039728-FBgn0036587-FBgn0259677-FBgn0029114-FBgn0085440-FBgn0032479","CG7896-CG4950-CG42346-CG6890-CG34411-CG16974","CG7896-CG4950-CG42346-Tollo-CG34411-CG16974","2e-07-3e-07-1e-05-2e-05-2e-05-3e-05",""
"86","gene13977",2,"gene13977","supercont1.17;supercont1.17;supercont1.17","677229;678820;681518","678758;679121;681536","-;-;-",1851,"AAEL000838","EOG8Q5CF1","FBpp0081553","FBgn0037720","CG8312","CG8312","","","","FBpp0081553","FBgn0037720","CG8312","CG8312","7.00E-104",""
"87","gene14106",8,"gene14106","supercont1.414;supercont1.414","302642;318786","303398;320043","+;+",2015,"AAEL009637","EOG8577Z4","FBpp0073669","FBgn0030521","CG10992","CtsB1","","","","FBpp0073669-FBpp0071697-FBpp0086089-FBpp0292990","FBgn0030521-FBgn0034709-FBgn0034229-FBgn0013770","CG10992-CG3074-CG4847-CG6692","CtsB1-Swim-CG4847-Cp1","3e-160-7e-39-1e-21-9e-19",""
"88","gene14241",1,"gene14241","supercont1.424;supercont1.424;supercont1.424;supercont1.424;supercont1.424;supercont1.424","320455;320831;321132;345916;359853;362103","320767;321072;322253;346026;360804;362418","-;-;-;-;-;-",3056,"AAEL009749","EOG8M94H8","FBpp0085628","FBgn0034490","CG9864","CG9864","","","","FBpp0085628-FBpp0086260-FBpp0085815-FBpp0077623-FBpp0302919","FBgn0034490-FBgn0024315-FBgn0034394-FBgn0031307-FBgn0016684","CG9864-CG8098-CG15096-CG4726-CG10207","CG9864-Picot-CG15096-MFS3-NaPi-T","1e-154-6e-73-4e-72-4e-70-1e-69",""
"89","gene14395",4,"gene14395","supercont1.154;supercont1.154;supercont1.154;supercont1.154;supercont1.154;supercont1.154;supercont1.154;supercont1.154;supercont1.154;supercont1.154;supercont1.154;supercont1.154;supercont1.154;supercont1.154;supercont1.154","414817;415369;416008;416433;416735;417147;417681;417994;418308;418690;419067;419387;419681;420442;420689","415296;415950;416373;416676;416941;417622;417932;418245;418631;419005;419327;419619;420377;420626;421480","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",5667,"AAEL005386",NA,NA,NA,NA,NA,"","","","FBpp0078640-FBpp0078672-FBpp0292667","FBgn0000299-FBgn0016075-FBgn0259244","CG4145-CG16858-CG42342","Cg25C-vkg-CG42342","8e-14-5e-13-6e-08",""
"90","gene14402",4,"gene14402","supercont1.154;supercont1.154;supercont1.154;supercont1.154;supercont1.154;supercont1.154;supercont1.154;supercont1.154","392714;392917;393299;393676;393996;394290;395051;395298","392854;393240;393614;393936;394228;394986;395235;395663","+;+;+;+;+;+;+;+",2523,"AAEL005376",NA,NA,NA,NA,NA,"","","","FBpp0078640-FBpp0078672-FBpp0292667","FBgn0000299-FBgn0016075-FBgn0259244","CG4145-CG16858-CG42342","Cg25C-vkg-CG42342","2e-13-9e-09-2e-08",""
"91","gene14436",5,"gene14436","supercont1.1286;supercont1.1286;supercont1.1286;supercont1.1286;supercont1.1286","15881;16628;16950;17341;17975","16567;16889;17283;17634;19250","-;-;-;-;-",2853,"AAEL014837","EOG8Z91MW","FBpp0291497","FBgn0283437","CG42639","PPO1","","","","FBpp0087744-FBpp0291496-FBpp0291497-FBpp0088363-FBpp0072365-FBpp0073484-FBpp0077690-FBpp0075491","FBgn0033367-FBgn0261363-FBgn0283437-FBgn0002565-FBgn0002564-FBgn0002562-FBgn0002563-FBgn0000639","CG8193-CG42640-CG42639-CG6806-CG6821-CG2559-CG4178-CG17285","PPO2-PPO3-PPO1-Lsp2-Lsp1gamma-Lsp1alpha-Lsp1beta-Fbp1","0-0-0-2e-46-3e-40-4e-39-7e-38-2e-08",""
"92","gene14454",2,"gene14454","supercont1.218;supercont1.218;supercont1.218;supercont1.218;supercont1.218;supercont1.218;supercont1.218","668146;668318;668580;683513;683793;685492;693136","668247;668512;668965;683738;683980;685784;693605","+;+;+;+;+;+;+",1860,"AAEL006707","EOG8Q5CDX","FBpp0081659","FBgn0086359","CG3953","Invadolysin","","","","FBpp0081659","FBgn0086359","CG3953","Invadolysin","0",""
"93","gene14492",1,"gene14492","supercont1.174;supercont1.174","1532644;1533168","1533112;1534393","+;+",1695,"AAEL005772","EOG87Q0ZS","FBpp0087892","FBgn0033268","CG2297","Obp44a","AaegObp22","OBP","OBP","FBpp0084816-FBpp0087892-FBpp0084828-FBpp0078266-FBpp0084829","FBgn0039678-FBgn0033268-FBgn0039685-FBgn0046875-FBgn0039682","CG18111-CG2297-CG7592-CG31558-CG7584","Obp99a-Obp44a-Obp99b-Obp83g-Obp99c","1e-30-1e-30-1e-22-4e-12-1e-10","Obp paper"
"94","gene14515",4,"gene14515","supercont1.1121;supercont1.1121;supercont1.1121;supercont1.1121;supercont1.1121;supercont1.1121;supercont1.1121;supercont1.1121;supercont1.1121","123405;124268;124556;125056;125370;125580;125923;150934;167787","124212;124495;124991;125316;125518;125864;126145;151989;168045","-;-;-;-;-;-;-;-;-",3705,"AAEL014457","EOG8X9B7M","FBpp0077115","FBgn0028482","CG16857","bdl","","","","FBpp0077115-FBpp0088326","FBgn0028482-FBgn0010473","CG16857-CG15427","bdl-tutl","0-5e-111",""
"95","gene14556",2,"gene14556","supercont1.10;supercont1.10;supercont1.10","412033;431135;431901","412704;431412;432823","+;+;+",1873,"AAEL000551",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"96","gene14563",7,"gene14563","supercont1.10;supercont1.10;supercont1.10;supercont1.10","4010620;4011369;4011677;4012775","4011314;4011623;4012716;4013272","+;+;+;+",2488,"AAEL000545",NA,NA,NA,NA,NA,"","","","FBpp0081074-FBpp0297078-FBpp0071604-FBpp0086362-FBpp0071746-FBpp0081077-FBpp0081073-FBpp0291550","FBgn0015575-FBgn0015569-FBgn0000326-FBgn0010052-FBgn0034736-FBgn0015576-FBgn0015574-FBgn0015577","CG1112-CG1131-CG9858-CG8425-CG6018-CG1121-CG1108-CG1128","alpha-Est7-alpha-Est10-clt-Jhe-CG6018-alpha-Est8-alpha-Est6-alpha-Est9","2e-57-8e-55-8e-52-1e-49-2e-49-2e-49-2e-33-2e-32",""
"97","gene14572",1,"gene14572","supercont1.10;supercont1.10;supercont1.10","234088;237835;238752","237764;238682;240382","+;+;+",6156,"AAEL000543",NA,NA,NA,NA,NA,"","","","FBpp0072554-FBpp0099709-FBpp0071176-FBpp0080742-FBpp0085333","FBgn0035199-FBgn0053532-FBgn0030050-FBgn0016675-FBgn0040502","CG9134-CG33532-CG12111-CG9976-CG8343","CG9134-lectin-37Da-CG12111-Lectin-galC1-CG8343","1e-25-7e-20-1e-16-1e-16-8e-14",""
"98","gene14940",8,"gene14940","supercont1.75;supercont1.75;supercont1.75;supercont1.75","103675;104781;119650;154163","104725;105054;119789;154671","-;-;-;-",1974,"AAEL003027","EOG8B5RXB","FBpp0084506","FBgn0039480","CG6131","Cpr97Ea","","","","FBpp0084506-FBpp0084505-FBpp0078117-FBpp0087284-FBpp0087841-FBpp0085072-FBpp0310843-FBpp0291859","FBgn0039480-FBgn0039481-FBgn0037114-FBgn0033601-FBgn0002531-FBgn0039805-FBgn0038405-FBgn0033603","CG6131-CG15884-CG7160-CG9076-CG11650-CG12045-CG8927-CG13214","Cpr97Ea-Cpr97Eb-Cpr78E-Cpr47Ed-Lcp1-Cpr100A-CG8927-Cpr47Ef","1e-49-1e-33-2e-09-1e-07-1e-07-6e-07-9e-07-1e-06",""
"99","gene14952",1,"gene14952","supercont1.75;supercont1.75","2391489;2391855","2391793;2392661","+;+",1112,"AAEL003029",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"100","gene15097",1,"gene15097","supercont1.460;supercont1.460;supercont1.460;supercont1.460;supercont1.460;supercont1.460;supercont1.460;supercont1.460","118443;218454;227098;229835;230028;230320;230468;230676","119194;218902;229771;229963;230238;230406;230605;231797","+;+;+;+;+;+;+;+",5562,"AAEL010198",NA,NA,NA,NA,NA,"","","","FBpp0271932-FBpp0072664-FBpp0084162","FBgn0087007-FBgn0067864-FBgn0039269","CG42230-CG12021-CG7662","bbg-Patj-veli","8e-138-4e-16-5e-06",""
"101","gene15148",8,"gene15148","supercont1.378;supercont1.378;supercont1.378;supercont1.378;supercont1.378;supercont1.378;supercont1.378","910198;920133;920853;929449;930166;945073;945794","911166;920788;923650;930104;930583;945728;946512","-;-;-;-;-;-;-",6872,"AAEL009198",NA,NA,NA,NA,NA,"","","","FBpp0076591-FBpp0083412","FBgn0035767-FBgn0028468","CG8596-CG5760","CG8596-rtet","7e-129-6e-04",""
"102","gene15161",3,"gene15161","supercont1.684;supercont1.684;supercont1.684;supercont1.684","96027;112940;133098;143289","96622;113347;141549;144137","+;+;+;+",10305,"AAEL012369","EOG8DBX5W","FBpp0079593","FBgn0032231","CG5056","CG5056","","","","FBpp0079593","FBgn0032231","CG5056","CG5056","9.00E-10",""
"103","gene15195",6,"gene15195","supercont1.817;supercont1.817;supercont1.817","161725;172704;173267","162291;172828;174154","-;-;-",1580,"AAEL013279","EOG80GGHF","FBpp0071844","FBgn0034753","CG2852","CG2852","","","","FBpp0071844-FBpp0075478-FBpp0074017-FBpp0086101-FBpp0085477-FBpp0077688-FBpp0084655","FBgn0034753-FBgn0036415-FBgn0004432-FBgn0028382-FBgn0033089-FBgn0002936-FBgn0039581","CG2852-CG7768-CG9916-CG4886-CG17266-CG3966-CG1866","CG2852-CG7768-Cyp1-cyp33-CG17266-ninaA-Moca-cyp","4e-94-8e-53-8e-52-5e-48-3e-47-5e-44-2e-38",""
"104","gene15228",3,"gene15228","supercont1.695;supercont1.695;supercont1.695;supercont1.695","1547;32404;45858;46734","2013;33237;45996;61289","+;+;+;+",15996,"AAEL012421","EOG8W3WC5","FBpp0071475","FBgn0003391","CG3722","shg","","","","FBpp0071475-FBpp0080570","FBgn0003391-FBgn0015609","CG3722-CG7100","shg-CadN","0-5e-116",""
"105","gene15231",8,"gene15231","supercont1.695;supercont1.695","544200;550745","546221;551207","-;-",2485,"AAEL012427","EOG8GQSX9-EOG8GQSX9-EOG8GQSX9-EOG8GQSX9-EOG8GQSX9-EOG8GQSX9-EOG8GQSX9","FBpp0088689-FBpp0071907-FBpp0085284-FBpp0082651-FBpp0290886-FBpp0071433-FBpp0073554","FBgn0037455-FBgn0034833-FBgn0032968-FBgn0038357-FBgn0039577-FBgn0030224-FBgn0030451","CG2336-CG13539-CG11634-CG5623-CG12516-CG12637-CG15717","CG2336-CG13539-CG11634-CG5623-CG12516-CG12637-CG15717","","","","FBpp0073554-FBpp0088689-FBpp0290886-FBpp0081045","FBgn0030451-FBgn0037455-FBgn0039577-FBgn0032945","CG15717-CG2336-CG12516-CG8665","CG15717-CG2336-CG12516-CG8665","8e-12-6e-08-0.004-0.007",""
"106","gene15235",4,"gene15235","supercont1.138;supercont1.138;supercont1.138;supercont1.138;supercont1.138","1730246;1760500;1771434;1772758;1773120","1730735;1760915;1772697;1773051;1773617","+;+;+;+;+",2962,"AAEL005008","EOG8K0TCW-EOG8K0TCW-EOG8K0TCW","FBpp0307865-FBpp0307864-FBpp0297290","FBgn0034885-FBgn0034883-FBgn0034884","CG4019-CG17664-CG17662","CG4019-CG17664-CG17662","","","","FBpp0072011-FBpp0072016-FBpp0297290-FBpp0303807","FBgn0034885-FBgn0034883-FBgn0034884-FBgn0015872","CG4019-CG17664-CG17662-CG9023","CG4019-CG17664-CG17662-Drip","9e-78-3e-74-5e-62-8e-36",""
"107","gene15256",6,"gene15256","supercont1.252;supercont1.252","485034;485604","485546;486430","-;-",1340,"AAEL007389","EOG85HVPC-EOG85HVPC-EOG85HVPC","FBpp0083111-FBpp0082600-FBpp0083266","FBgn0003248-NA-FBgn0002940","CG16740-NA-CG4550","Rh2-NA-ninaE","","","","FBpp0312616-FBpp0083266-FBpp0083111-FBpp0075097-FBpp0083284-FBpp0079875-FBpp0075752-FBpp0076853-FBpp0290565","FBgn0019940-FBgn0002940-FBgn0003248-FBgn0003250-FBgn0003249-FBgn0014019-FBgn0036260-FBgn0035610-FBgn0011582","CG5192-CG4550-CG16740-CG9668-CG10888-CG5279-CG5638-CG10626-CG9652","Rh6-ninaE-Rh2-Rh4-Rh3-Rh5-Rh7-Lkr-Dop1R1","8e-144-1e-139-4e-134-2e-68-9e-66-8e-59-1e-55-1e-17-9e-17",""
"108","gene15332",6,"gene15332","supercont1.388;supercont1.388;supercont1.388;supercont1.388;supercont1.388;supercont1.388;supercont1.388;supercont1.388;supercont1.388;supercont1.388","538607;539752;547155;547558;551947;556595;557125;557171;557231;619675","539241;539992;547394;547826;552348;557051;557161;557218;557352;620374","-;-;-;-;-;-;-;-;-;-",3151,"AAEL009314","EOG81VNTM","FBpp0073756","FBgn0030576","CG15890","CG15890","","","","FBpp0073756-FBpp0082385-FBpp0289879-FBpp0087664-FBpp0288640-FBpp0293860-FBpp0087701","FBgn0030576-FBgn0051321-FBgn0260388-FBgn0050344-FBgn0039817-FBgn0050345-FBgn0033388","CG15890-CG31321-CG42514-CG30344-CG15553-CG30345-CG8046","CG15890-CG31321-CG42514-CG30344-CG15553-CG30345-CG8046","0-5e-60-8e-40-7e-39-1e-34-2e-33-5e-20",""
"109","gene15369",4,"gene15369","supercont1.262;supercont1.262","148284;150028","149969;150313","-;-",1972,"AAEL007543",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"110","gene15396",1,"gene15396","supercont1.46;supercont1.46;supercont1.46;supercont1.46","1016734;1017224;1018508;1018728","1017141;1018443;1018671;1019271","-;-;-;-",2336,"AAEL001937","EOG8BS0BB","FBpp0082183","FBgn0038115","CG7966","CG7966","","","","FBpp0082183","FBgn0038115","CG7966","CG7966","0",""
