"","internal.gene_id","gr.row","X","Chr","Start","End","Strand","Length","vectorbase.RU","orthoDB.collapsed","flybase.fbpp.collapsed","flybase.fbgn.collapsed","flybase.annot.collapsed","flybase.gene.collapsed","display.name","gene.family","gene.family.specific","dmel.blastx.fbpp","dmel.blastx.fbgn","dmel.blastx.annot","dmel.blastx.gene","dmel.blastx.evalues","reason"
"112","gene13516",4,"gene13516","supercont1.405;supercont1.405;supercont1.405;supercont1.405;supercont1.405;supercont1.405;supercont1.405;supercont1.405","907070;907659;907925;908254;908522;922593;922746;934000","907599;907859;908194;908461;909077;922686;923427;934785","-;-;-;-;-;-;-;-",3327,"AAEL009547","EOG8323PB","FBpp0070620","FBgn0029706","CG3626","CG3626","","","","FBpp0070620-FBpp0088528-FBpp0079697-FBpp0085457-FBpp0080719","FBgn0029706-FBgn0034276-FBgn0032287-FBgn0033093-FBgn0002021","CG3626-CG6385-CG6415-CG3270-CG10655","CG3626-Sardh-CG6415-CG3270-l(2)37Bb","0-1e-87-1e-16-6e-06-0.001",""
"113","gene13616",1,"gene13616","supercont1.264;supercont1.264;supercont1.264;supercont1.264;supercont1.264;supercont1.264;supercont1.264;supercont1.264","1117881;1118481;1118833;1119099;1119579;1119685;1128486;1128759","1118455;1118773;1119038;1119517;1119623;1120150;1128694;1129793","-;-;-;-;-;-;-;-",3248,"AAEL007572","EOG84BDSZ","FBpp0086329","FBgn0025519","CG7773","fidipidine","","","","FBpp0086329","FBgn0025519","CG7773","fidipidine","4.00E-166",""
"114","gene1362",1,"gene1362","supercont1.12;supercont1.12;supercont1.12;supercont1.12;supercont1.12","711788;717375;720379;720672;720879","712538;720133;720537;720818;721347","+;+;+;+;+",4285,"AAEL000609","EOG847JM3","FBpp0309784","FBgn0030161","CG15249","CG15249","","","","FBpp0111879","FBgn0030161","CG15249","CG15249","2.00E-15",""
"115","gene13658",1,"gene13658","supercont1.407;supercont1.407;supercont1.407","271375;271504;271792","271438;271732;271852","-;-;-",354,"AAEL009563",NA,NA,NA,NA,NA,"","","","FBpp0077607","FBgn0053126","CG33126","NLaz","0.001",""
"116","gene13661",1,"gene13661","supercont1.407;supercont1.407","271973;304536","272023;304643","-;-",159,"AAEL009568",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"117","gene13667",1,"gene13667","supercont1.83;supercont1.83","921491;921626","921567;932275","+;+",10727,"AAEL003293","EOG8897BZ","FBpp0086063","FBgn0034243","CG6501","Ns2","","","","FBpp0086063-FBpp0082867-FBpp0070284-FBpp0080939-FBpp0083715","FBgn0034243-FBgn0038473-FBgn0266284-FBgn0032882-FBgn0039020","CG6501-CG3983-CG14788-CG9320-CG17141","Ns2-Ns1-Ns3-Ns4-CG17141","0-2e-51-2e-19-1e-15-1e-07",""
"118","gene13751",1,"gene13751","supercont1.332;supercont1.332;supercont1.332;supercont1.332","1104644;1110455;1124762;1150998","1106330;1110725;1126280;1151968","-;-;-;-",4448,"AAEL008564","EOG815K4T","FBpp0072590","FBgn0011204","CG12086","cue","","","","FBpp0072590-FBpp0311204-FBpp0306857-FBpp0309088-FBpp0311004","FBgn0011204-FBgn0053087-FBgn0051665-FBgn0003390-FBgn0031414","CG12086-CG33087-CG31665-CG3135-CG33955","cue-LRP1-wry-shf-eys","3e-63-4e-21-2e-13-2e-13-3e-13",""
"119","gene13755",1,"gene13755","supercont1.332;supercont1.332;supercont1.332;supercont1.332;supercont1.332;supercont1.332","1025840;1033382;1033909;1034060;1046561;1047742","1026176;1033845;1033999;1034364;1047611;1048274","+;+;+;+;+;+",2781,"AAEL008565","EOG80GGG9","FBpp0075012","FBgn0036702","CG6512","CG6512","","","","FBpp0075012-FBpp0070479-FBpp0071817-FBpp0076890-FBpp0085042-FBpp0311982","FBgn0036702-FBgn0024992-FBgn0034792-FBgn0020369-FBgn0039788-FBgn0015282","CG6512-CG2658-CG3499-CG1489-CG2241-CG5289","CG6512-CG2658-CG3499-Rpt6-Rpt6R-Rpt2","0-3e-152-5e-113-2e-54-1e-51-5e-50",""
"120","gene13863",1,"gene13863","supercont1.50","1843015","1846844","+",3830,"AAEL002141","EOG866ZB8","FBpp0083345","FBgn0038818","CG4058","Nep4","","","","FBpp0070837-FBpp0083344-FBpp0078531","FBgn0029843-FBgn0038818-FBgn0027570","CG5905-CG4058-CG9761","Nep1-Nep4-Nep2","0-0-2e-153",""
"121","gene1390",1,"gene1390","supercont1.109;supercont1.109","1287936;1303415","1288932;1304156","+;+",1739,"AAEL004183","EOG834ZZ1","FBpp0075989","FBgn0036096","CG8003","CG8003","","","","FBpp0075989-FBpp0084688-FBpp0303409-FBpp0088238-FBpp0307131","FBgn0036096-FBgn0039590-FBgn0027508-FBgn0011747-FBgn0031473","CG8003-CG10011-CG4719-CG1651-CG3104","CG8003-CG10011-Tnks-Ank-CG3104","4e-138-4e-10-1e-08-3e-08-7e-08",""
"122","gene13914",1,"gene13914","supercont1.888;supercont1.888","284765;286096","286012;286458","-;-",1611,"AAEL013643","EOG8HTCJN","FBpp0083356","FBgn0038805","CG4217","TFAM","","","","FBpp0083355-FBpp0071625-FBpp0071590","FBgn0038805-FBgn0004362-FBgn0010228","CG4217-CG17950-CG17921","TFAM-HmgD-HmgZ","4e-30-2e-04-4e-04",""
"123","gene13921",1,"gene13921","supercont1.888;supercont1.888;supercont1.888;supercont1.888","324436;324865;335797;338420","324801;325320;336163;339857","+;+;+;+",2627,"AAEL013636","EOG8HB19X","FBpp0083663","FBgn0051159","CG31159","EF-G2","","","","FBpp0083663-FBpp0079041-FBpp0099977-FBpp0085265-FBpp0075148-FBpp0084626-FBpp0089104-FBpp0304260","FBgn0051159-FBgn0263133-FBgn0024182-FBgn0000559-FBgn0053158-FBgn0039566-FBgn0000557-FBgn0000556","CG31159-CG4567-CG1410-CG2238-CG33158-CG4849-CG1873-CG8280","EF-G2-ico-waw-EF2-CG33158-CG4849-Ef1alpha100E-Ef1alpha48D","0-1e-90-4e-25-6e-18-1e-14-1e-10-7e-09-6e-08",""
"124","gene13981",4,"gene13981","supercont1.17;supercont1.17;supercont1.17;supercont1.17","2495875;2497833;2505710;2507369","2497769;2498069;2507122;2507432","-;-;-;-",3609,"AAEL000802","EOG8X3KRK","FBpp0071703","FBgn0034697","CG11061","GM130","","","","FBpp0071703","FBgn0034697","CG11061","GM130","4.00E-42",""
"125","gene14005",1,"gene14005","supercont1.17;supercont1.17;supercont1.17;supercont1.17","4240407;4284885;4294065;4294383","4242093;4288911;4294316;4295910","+;+;+;+",7494,"AAEL000824",NA,NA,NA,NA,NA,"","","","FBpp0075144","FBgn0036624","CG4877","RAF2","2.00E-09",""
"126","gene14021",1,"gene14021","supercont1.1171;supercont1.1171;supercont1.1171","116666;119141;119329","116796;119269;120233","+;+;+",1165,"AAEL014573","EOG8B8N5B","FBpp0074261","FBgn0030850","CG8408","stas","","","","FBpp0074261","FBgn0030850","CG8408","stas","2.00E-109",""
"127","gene14025",1,"gene14025","supercont1.228;supercont1.228;supercont1.228;supercont1.228;supercont1.228;supercont1.228;supercont1.228","1462301;1470302;1471508;1471850;1471980;1513232;1516658","1463939;1471440;1471793;1471914;1472539;1513526;1517076","-;-;-;-;-;-;-",4403,"AAEL006933",NA,NA,NA,NA,NA,"","","","FBpp0297710-FBpp0292310-FBpp0303036-FBpp0113017-FBpp0303120","FBgn0040601-FBgn0037488-FBgn0034301-FBgn0052036-FBgn0035845","CG13643-CG14607-CG5756-CG32036-CG13675","CG13643-CG14607-CG5756-CG32036-CG13675","1e-20-7e-17-2e-13-2e-12-2e-12",""
"128","gene14075",1,"gene14075","supercont1.334;supercont1.334;supercont1.334;supercont1.334","815456;824709;825449;843353","819030;825378;825952;844172","-;-;-;-",5569,"AAEL008608","EOG8S1X04","FBpp0087956","FBgn0033236","CG14764","CG14764","","","","FBpp0087956","FBgn0033236","CG14764","CG14764","4.00E-123",""
"129","gene14138",1,"gene14138","supercont1.160;supercont1.160;supercont1.160;supercont1.160;supercont1.160;supercont1.160;supercont1.160;supercont1.160","1405655;1406579;1413962;1414349;1414594;1425963;1514169;1514402","1406347;1406711;1414283;1414526;1414873;1426084;1514322;1514761","-;-;-;-;-;-;-;-",2242,"AAEL005512","EOG8NW2BB","FBpp0099767","FBgn0264493","CG12537","rdx","","","","FBpp0099767-FBpp0075260-FBpp0080063-FBpp0292329","FBgn0264493-FBgn0040230-FBgn0032485-FBgn0034396","CG12537-CG6224-CG9426-CG15097","rdx-dbo-CG9426-CG15097","0-4e-10-4e-10-1e-09",""
"130","gene14158",1,"gene14158","supercont1.801;supercont1.801;supercont1.801","215084;215576;224221","215516;215877;225005","+;+;+",1520,"AAEL013177","EOG8FBMK5","FBpp0289153","FBgn0032986","CG3262","CG3262","","","","FBpp0289153-FBpp0077868-FBpp0080448","FBgn0032986-FBgn0037011-FBgn0032597","CG3262-CG4858-CG17904","CG3262-CG4858-CG17904","1e-92-4e-25-3e-20",""
"131","gene14245",1,"gene14245","supercont1.424;supercont1.424;supercont1.424;supercont1.424;supercont1.424;supercont1.424;supercont1.424","175664;176588;180086;180701;180935;190619;191008","176438;176621;180638;180852;181029;190941;191238","+;+;+;+;+;+;+",2163,"AAEL009751","EOG88PQ9V-EOG88PQ9V","FBpp0086127-FBpp0086126","FBgn0034183-FBgn0034182","CG9642-CG9640","CG9642-CG9640","","","","FBpp0086127-FBpp0086126-FBpp0293781-FBpp0073246-FBpp0074807","FBgn0034183-FBgn0034182-FBgn0262599-FBgn0030257-FBgn0036839","CG9642-CG9640-CG43129-CG11160-CG18136","CG9642-CG9640-CG43129-CG11160-CG18136","2e-86-2e-78-4e-60-8e-56-2e-46",""
"132","gene14247",1,"gene14247","supercont1.638;supercont1.638;supercont1.638;supercont1.638;supercont1.638;supercont1.638;supercont1.638","135329;135682;136792;137392;137729;146094;148725","135616;136219;137233;137664;137888;148270;149440","-;-;-;-;-;-;-",4594,"AAEL011960","EOG86X20M","FBpp0073679","FBgn0030504","CG2691","CG2691","","","","FBpp0073679","FBgn0030504","CG2691","CG2691","0",""
"133","gene14273",1,"gene14273","supercont1.6;supercont1.6;supercont1.6;supercont1.6","4042855;4050703;4050936;4051381","4043841;4050882;4051318;4052640","-;-;-;-",2810,"AAEL017215",NA,NA,NA,NA,NA,"","","","FBpp0070371-FBpp0070412-FBpp0085074-FBpp0300785-FBpp0082086-FBpp0082136-FBpp0289683-FBpp0082413-FBpp0312025","FBgn0011576-FBgn0005670-FBgn0015032-FBgn0038006-FBgn0038007-FBgn0038076-FBgn0031694-FBgn0038236-FBgn0030304","CG3466-CG3656-CG1438-CG10094-CG10093-CG6802-CG17970-CG3360-CG11715","Cyp4d2-Cyp4d1-Cyp4c3-Cyp313a2-Cyp313a3-Cyp313a4-Cyp4ac2-Cyp313a1-Cyp4g15","5e-58-9e-58-1e-57-4e-55-3e-52-5e-52-1e-51-8e-51-6e-47",""
"134","gene14329",1,"gene14329","supercont1.6;supercont1.6","4217927;4275606","4220225;4278594","+;+",5288,"AAEL000336","EOG8TXFHG","FBpp0078601","FBgn0037213","CG12581","CG12581","","","","FBpp0078601-FBpp0289993","FBgn0037213-FBgn0038073","CG12581-CG14395","CG12581-CG14395","4e-156-5e-08",""
"135","gene14350",2,"gene14350","supercont1.629","250686","251825","+",1140,"AAEL011906","EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT","FBpp0091095-FBpp0091050-FBpp0091086-FBpp0091062-FBpp0091059-FBpp0091080-FBpp0091092-FBpp0091101-FBpp0091052-FBpp0091083-FBpp0091065-FBpp0085248-FBpp0091098-FBpp0091057-FBpp0091110-FBpp0091077-FBpp0091074-FBpp0091107-FBpp0091054-FBpp0091089-FBpp0091068-FBpp0091104-FBpp0091071","FBgn0053849-FBgn0053801-FBgn0053840-FBgn0053816-FBgn0053813-FBgn0053834-FBgn0053846-FBgn0053855-FBgn0053804-FBgn0053837-FBgn0053819-FBgn0051617-FBgn0053852-FBgn0053810-FBgn0053864-FBgn0053831-FBgn0053828-FBgn0053861-FBgn0053807-FBgn0053843-FBgn0053822-FBgn0053858-FBgn0053825","CG33849-CG33801-CG33840-CG33816-CG33813-CG33834-CG33846-CG33855-CG33804-CG33837-CG33819-CG31617-CG33852-CG33810-CG33864-CG33831-CG33828-CG33861-CG33807-CG33843-CG33822-CG33858-CG33825","His1:CG33849-His1:CG33801-His1:CG33840-His1:CG33816-His1:CG33813-His1:CG33834-His1:CG33846-His1:CG33855-His1:CG33804-His1:CG33837-His1:CG33819-His1:CG31617-His1:CG33852-His1:CG33810-His1:CG33864-His1:CG33831-His1:CG33828-His1:CG33861-His1:CG33807-His1:CG33843-His1:CG33822-His1:CG33858-His1:CG33825","","","","FBpp0091083-FBpp0091086-FBpp0091089-FBpp0091092-FBpp0091095-FBpp0091098-FBpp0091101-FBpp0091104-FBpp0091107-FBpp0091110","FBgn0053837-FBgn0053840-FBgn0053843-FBgn0053846-FBgn0053849-FBgn0053852-FBgn0053855-FBgn0053858-FBgn0053861-FBgn0053864","CG33837-CG33840-CG33843-CG33846-CG33849-CG33852-CG33855-CG33858-CG33861-CG33864","His1:CG33837-His1:CG33840-His1:CG33843-His1:CG33846-His1:CG33849-His1:CG33852-His1:CG33855-His1:CG33858-His1:CG33861-His1:CG33864","1e-25-1e-25-1e-25-1e-25-1e-25-1e-25-1e-25-1e-25-1e-25-1e-25",""
"136","gene14359",1,"gene14359","supercont1.786;supercont1.786;supercont1.786;supercont1.786;supercont1.786","211390;258416;264234;264790;265629","212190;259742;264728;265569;268536","+;+;+;+;+",6311,"AAEL013072","EOG89368Q","FBpp0077508","FBgn0031401","CG7082","papi","","","","FBpp0077508-FBpp0070760-FBpp0071508","FBgn0031401-FBgn0263987-FBgn0003891","CG7082-CG3249-CG9450","papi-spoon-tud","2e-112-6e-11-2e-05",""
"137","gene14515",1,"gene14515","supercont1.1121;supercont1.1121;supercont1.1121;supercont1.1121;supercont1.1121;supercont1.1121;supercont1.1121;supercont1.1121;supercont1.1121","123405;124268;124556;125056;125370;125580;125923;150934;167787","124212;124495;124991;125316;125518;125864;126145;151989;168045","-;-;-;-;-;-;-;-;-",3705,"AAEL014457","EOG8X9B7M","FBpp0077115","FBgn0028482","CG16857","bdl","","","","FBpp0077115-FBpp0088326","FBgn0028482-FBgn0010473","CG16857-CG15427","bdl-tutl","0-5e-111",""
"138","gene14600",1,"gene14600","supercont1.779;supercont1.779;supercont1.779;supercont1.779;supercont1.779;supercont1.779;supercont1.779","593775;595008;598425;598725;639810;640069;652556","594942;595181;598661;598909;640003;640462;653017","-;-;-;-;-;-;-",2814,"AAEL018253",NA,NA,NA,NA,NA,"","","","FBpp0113028-FBpp0079408-FBpp0300159-FBpp0075142-FBpp0310282-FBpp0100047","FBgn0011693-FBgn0000640-FBgn0042137-FBgn0036620-FBgn0000056-FBgn0000055","CG4899-CG3763-CG18814-CG4842-CG3484-CG3481","Pdh-Fbp2-CG18814-CG4842-Adhr-Adh","2e-44-2e-40-2e-38-1e-33-2e-32-5e-31",""
"139","gene14645",1,"gene14645","supercont1.360;supercont1.360;supercont1.360","759954;781034;781438","759961;781371;782384","+;+;+",1293,"AAEL008942","EOG81VNV7","FBpp0085119","FBgn0039828","CG1542","CG1542","","","","FBpp0085119","FBgn0039828","CG1542","CG1542","8.00E-87",""
"140","gene14714",1,"gene14714","supercont1.125;supercont1.125","1442159;1443157","1443093;1443554","-;-",1333,"AAEL004643","EOG83BQDD","FBpp0081322","FBgn0037566","CG7494","mRpL1","","","","FBpp0081322","FBgn0037566","CG7494","mRpL1","2.00E-141",""
"141","gene14733",1,"gene14733","supercont1.1004;supercont1.1004;supercont1.1004","47412;47582;50425","47521;50361;51644","-;-;-",4110,"AAEL014099","EOG890B19","FBpp0076287","FBgn0035942","CG5660","CG5660","","","","FBpp0076287-FBpp0086847-FBpp0291534-FBpp0078150-FBpp0073204","FBgn0035942-FBgn0027079-FBgn0036569-FBgn0027086-FBgn0027085","CG5660-CG4062-CG5414-CG11471-CG7479","CG5660-Aats-val-CG5414-Aats-ile-Aats-leu","0-0-1e-37-7e-35-4e-10",""
"142","gene14741",1,"gene14741","supercont1.438;supercont1.438;supercont1.438;supercont1.438;supercont1.438","527746;537679;538599;539878;601564","529951;538385;539798;542468;602015","-;-;-;-;-",7156,"AAEL009930","EOG83XXTP","FBpp0079257","FBgn0031990","CG8552","PAPLA1","","","","FBpp0079257-FBpp0073653","FBgn0031990-FBgn0003218","CG8552-CG11111","PAPLA1-rdgB","0-6e-12",""
"143","gene14855",1,"gene14855","supercont1.701;supercont1.701;supercont1.701;supercont1.701;supercont1.701","319731;327756;327963;337997;349565","321301;327898;328297;338145;349911","-;-;-;-;-",2545,"AAEL012479","EOG8CRPQD","FBpp0298826","FBgn0030289","CG1597","GCS1","","","","FBpp0288666","FBgn0030289","CG1597","GCS1","0",""
"144","gene1488",1,"gene1488","supercont1.19;supercont1.19;supercont1.19;supercont1.19;supercont1.19;supercont1.19","806030;812480;829584;829778;885027;906116","812414;812721;829715;830087;886274;908171","-;-;-;-;-;-",10373,"AAEL000967",NA,NA,NA,NA,NA,"","","","FBpp0312604","FBgn0267796","CG46121","CG46121","1.00E-18",""
"145","gene14932",1,"gene14932","supercont1.898;supercont1.898;supercont1.898;supercont1.898;supercont1.898","367003;367684;368404;368961;369054","367487;367861;368572;369017;369351","-;-;-;-;-",1187,"AAEL013698","EOG8HTCHG","FBpp0080529","FBgn0020503","CG5020","CLIP-190","","","","FBpp0308841","FBgn0020503","CG5020","CLIP-190","3.00E-123",""
"146","gene14937",1,"gene14937","supercont1.75;supercont1.75;supercont1.75;supercont1.75","792392;822183;843457;859600","792739;822383;844189;863231","+;+;+;+",4914,"AAEL017455",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"147","gene14967",1,"gene14967","supercont1.180;supercont1.180;supercont1.180;supercont1.180;supercont1.180;supercont1.180;supercont1.180;supercont1.180","980834;1041012;1149131;1150404;1150882;1151669;1169054;1176898","982047;1041096;1150322;1150818;1151207;1152944;1169839;1178249","+;+;+;+;+;+;+;+",6646,"AAEL017233",NA,NA,NA,NA,NA,"","","","FBpp0111756-FBpp0290730-FBpp0079750-FBpp0070456","FBgn0004860-FBgn0004861-FBgn0032330-FBgn0024993","CG3895-CG18412-CG31868-CG2662","ph-d-ph-p-Samuel-CG2662","3e-52-6e-52-3e-12-1e-07",""
"148","gene1497",2,"gene1497","supercont1.19;supercont1.19;supercont1.19","3581284;3620796;3630895","3582921;3621033;3632082","+;+;+",3064,"AAEL000973",NA,NA,NA,NA,NA,"","","","FBpp0076057-FBpp0076058-FBpp0076100-FBpp0076102","FBgn0044051-FBgn0036046-FBgn0044048-FBgn0044050","CG14173-CG8167-CG33273-CG14167","Ilp1-Ilp2-Ilp5-Ilp3","4e-07-5e-07-5e-05-1e-04",""
"149","gene14985",4,"gene14985","supercont1.180;supercont1.180;supercont1.180;supercont1.180;supercont1.180;supercont1.180;supercont1.180;supercont1.180;supercont1.180","663880;664482;673926;674515;674772;675753;676199;681074;681560","664422;665830;674452;674719;675696;676135;676479;681543;682626","-;-;-;-;-;-;-;-;-",5750,"AAEL005918",NA,NA,NA,NA,NA,"","","","FBpp0079228-FBpp0080682-FBpp0083268-FBpp0291237-FBpp0297167-FBpp0297173-FBpp0302854","FBgn0032026-FBgn0051793-FBgn0038740-FBgn0263316-FBgn0039207-FBgn0032908-FBgn0051792","CG7627-CG31793-CG4562-CG14709-CG5789-CG9270-CG31792","CG7627-CG31793-CG4562-Mrp4-CG5789-CG9270-CG31792","0-0-0-0-0-0-0",""
"150","gene15004",1,"gene15004","supercont1.945;supercont1.945;supercont1.945;supercont1.945;supercont1.945;supercont1.945;supercont1.945;supercont1.945;supercont1.945","39744;40046;69616;70370;71228;77146;82557;83535;83792","39968;40403;69937;71173;71446;77211;82653;83718;83827","-;-;-;-;-;-;-;-;-",2311,"AAEL013862","EOG8WDH3C","FBpp0081249","FBgn0037526","CG10092","CG10092","","","","FBpp0081249-FBpp0073965","FBgn0037526-FBgn0027093","CG10092-CG9020","CG10092-Aats-arg","2e-151-1e-50",""
"151","gene1513",3,"gene1513","supercont1.48;supercont1.48;supercont1.48;supercont1.48;supercont1.48;supercont1.48","294728;305357;305697;306318;316416;323239","297660;305633;306036;308171;317094;324061","-;-;-;-;-;-",6906,"AAEL002061","EOG8T1MBQ","FBpp0079815","FBgn0027582","CG6230","CG6230","","","","FBpp0079815-FBpp0089013","FBgn0027582-FBgn0052000","CG6230-CG32000","CG6230-CG32000","0-6e-72",""
"152","gene15147",1,"gene15147","supercont1.378;supercont1.378;supercont1.378;supercont1.378","906421;907477;908513;909768","907407;908444;909639;910209","+;+;+;+",3524,"AAEL009206",NA,NA,NA,NA,NA,"","","","FBpp0078128-FBpp0078124-FBpp0086878-FBpp0083983-FBpp0083982-FBpp0082730-FBpp0086928","FBgn0037144-FBgn0037140-FBgn0033809-FBgn0019952-FBgn0086365-FBgn0038407-FBgn0033778","CG7458-CG7442-CG4630-CG6331-CG13610-CG6126-CG3790","CG7458-CG7442-CG4630-Orct-Orct2-CG6126-CG3790","1e-160-2e-153-3e-117-2e-74-6e-64-1e-60-2e-50",""
"153","gene15204",1,"gene15204","supercont1.260;supercont1.260","639315;652298","640601;653818","+;+",2808,"AAEL007512","EOG841T2T","FBpp0271517","FBgn0037232","CG9791","CG9791","","","","FBpp0271517-FBpp0080319","FBgn0037232-FBgn0001986","CG9791-CG4152","CG9791-l(2)35Df","0-1e-05",""
"154","gene1521",1,"gene1521","supercont1.48;supercont1.48;supercont1.48;supercont1.48;supercont1.48;supercont1.48;supercont1.48;supercont1.48","663346;676595;678641;678911;679123;686541;687867;702689","664230;677989;678855;679058;679443;687808;688204;702746","-;-;-;-;-;-;-;-",4628,"AAEL002066","EOG8PG8R4","FBpp0308444","FBgn0259226","CG42326","CG42326","","","","FBpp0289066-FBpp0088405","FBgn0259226-FBgn0016047","CG42326-CG13207","CG42326-nompA","0-2e-04",""
"155","gene15226",1,"gene15226","supercont1.2615;supercont1.2615;supercont1.2615","1179;2065;2402","2001;2337;3453","+;+;+",2148,"AAEL015483",NA,NA,NA,NA,NA,"","","","FBpp0077434-FBpp0077438-FBpp0081179-FBpp0291567-FBpp0072710-FBpp0081182-FBpp0082250-FBpp0292454","FBgn0031407-FBgn0031412-FBgn0051482-FBgn0054049-FBgn0052313-FBgn0051286-FBgn0038126-FBgn0261832","CG4270-CG16995-CG31482-CG34049-CG32313-CG31286-CG8483-CG42764","CG4270-CG16995-CG31482-CG34049-CG32313-CG31286-CG8483-CG42764","2e-31-6e-28-3e-25-1e-24-1e-10-3e-09-2e-07-4e-06",""
"156","gene15337",1,"gene15337","supercont1.388;supercont1.388","737751;763091","738989;765168","-;-",3317,"AAEL009308","EOG81VNT9","FBpp0082231","FBgn0038146","CG9799","CG9799","","","","FBpp0082231-FBpp0083135-FBpp0303326-FBpp0087335-FBpp0072693-FBpp0080383","FBgn0038146-FBgn0038666-FBgn0039673-FBgn0010356-FBgn0025725-FBgn0028897","CG9799-CG5451-CG7568-CG7704-CG7961-CG4935","CG9799-Smu1-CG7568-Taf5-alphaCOP-CG4935","0-3e-08-3e-08-5e-08-2e-07-2e-07",""
"157","gene15347",4,"gene15347","supercont1.262;supercont1.262;supercont1.262;supercont1.262;supercont1.262;supercont1.262","43954;44294;57127;58517;58964;66867","44226;44419;58452;58900;59122;66896","+;+;+;+;+;+",2298,"AAEL007547","EOG8PG8R9","FBpp0086939","FBgn0033755","CG8594","ClC-b","","","","FBpp0086939-FBpp0075201-FBpp0112303","FBgn0033755-FBgn0036566-FBgn0051116","CG8594-CG5284-CG31116","ClC-b-ClC-c-ClC-a","0-2e-48-2e-33",""
"158","gene15363",1,"gene15363","supercont1.262","219427","221118","-",1692,"AAEL007557","EOG808R0P","FBpp0089009","FBgn0270926","CG33486","AsnS","","","","FBpp0089009","FBgn0270926","CG33486","AsnS","0",""
"159","gene15382",2,"gene15382","supercont1.46;supercont1.46","412471;415025","412949;416589","+;+",2044,"AAEL001928","EOG8C2M2D-EOG8C2M2D-EOG8C2M2D-EOG8C2M2D-EOG8C2M2D-EOG8C2M2D","FBpp0078131-FBpp0082597-FBpp0082253-FBpp0085365-FBpp0071448-FBpp0070788","FBgn0000045-FBgn0000047-FBgn0000046-FBgn0000043-FBgn0000044-FBgn0000042","CG7478-CG5178-CG18290-CG12051-CG10067-CG4027","Act79B-Act88F-Act87E-Act42A-Act57B-Act5C","","","","FBpp0070787-FBpp0082253-FBpp0082597-FBpp0085365","FBgn0000042-FBgn0000046-FBgn0000047-FBgn0000043","CG4027-CG18290-CG5178-CG12051","Act5C-Act87E-Act88F-Act42A","0-0-0-0",""
"160","gene15410",1,"gene15410","supercont1.46","777998","780049","+",2052,"AAEL001918","EOG8ZW831","FBpp0077034","FBgn0000719","CG9559","fog","","","",NA,NA,NA,NA,NA,""
"161","gene1542",1,"gene1542","supercont1.48;supercont1.48","2008010;2011786","2010069;2012756","-;-",3031,"AAEL002069","EOG8T4GMB","FBpp0075038","FBgn0036691","CG7842","beg","","","","FBpp0075038","FBgn0036691","CG7842","beg","6.00E-165",""
"162","gene15447",1,"gene15447","supercont1.186;supercont1.186;supercont1.186;supercont1.186","357368;358680;367008;367952","357734;359504;367715;368348","+;+;+;+",2297,"AAEL006031","EOG8QRKVP","FBpp0070284","FBgn0266284","CG14788","Ns3","","","","FBpp0070284-FBpp0080939-FBpp0082867-FBpp0086063","FBgn0266284-FBgn0032882-FBgn0038473-FBgn0034243","CG14788-CG9320-CG3983-CG6501","Ns3-Ns4-Ns1-Ns2","0-4e-20-4e-13-4e-12",""
"163","gene15463",1,"gene15463","supercont1.186;supercont1.186","1551173;1554215","1554160;1554566","-;-",3340,"AAEL006026","EOG80S367","FBpp0070221","FBgn0027794","CG14786","Lrpprc2","","","","FBpp0070221-FBpp0080637","FBgn0027794-FBgn0032679","CG14786-CG10302","Lrpprc2-bsf","0-1e-51",""
"164","gene15511",1,"gene15511","supercont1.511;supercont1.511;supercont1.511;supercont1.511;supercont1.511;supercont1.511;supercont1.511;supercont1.511;supercont1.511","816456;816869;816965;823275;823652;830914;831058;831321;831781","816734;816906;817138;823585;828514;830990;831259;831717;832962","+;+;+;+;+;+;+;+;+",7523,"AAEL010837","EOG86X20Z","FBpp0075048","FBgn0261872","CG33522","scaf6","","","","FBpp0075048-FBpp0082817-FBpp0080620","FBgn0261872-FBgn0266917-FBgn0032688","CG33522-CG16941-CG15160","scaf6-CG16941-CG15160","1e-77-6e-07-4e-05",""
"165","gene1558",1,"gene1558","supercont1.718;supercont1.718;supercont1.718;supercont1.718;supercont1.718;supercont1.718;supercont1.718;supercont1.718;supercont1.718;supercont1.718;supercont1.718;supercont1.718;supercont1.718","294495;329379;340041;354518;362187;402445;402936;403234;403553;403845;416731;417008;431401","294600;329403;340754;354703;362357;402480;403160;403440;403763;403977;416937;417294;437002","+;+;+;+;+;+;+;+;+;+;+;+;+",8110,"AAEL012627","EOG880MMW","FBpp0310776","FBgn0266418","CG45058","wake","","","","FBpp0310771-FBpp0076091","FBgn0266418-FBgn0036053","CG45058-CG6718","wake-iPLA2-VIA","0-0.006",""
