"","internal.gene_id","gr.row","X","Chr","Start","End","Strand","Length","vectorbase.RU","orthoDB.collapsed","flybase.fbpp.collapsed","flybase.fbgn.collapsed","flybase.annot.collapsed","flybase.gene.collapsed","display.name","gene.family","gene.family.specific","dmel.blastx.fbpp","dmel.blastx.fbgn","dmel.blastx.annot","dmel.blastx.gene","dmel.blastx.evalues","reason"
"55","gene11838",1,"gene11838","supercont1.16;supercont1.16;supercont1.16;supercont1.16;supercont1.16;supercont1.16;supercont1.16;supercont1.16;supercont1.16;supercont1.16","2852317;2879872;2904612;2918781;2919524;2919884;2920629;2920860;2921381;2921634","2854205;2880455;2904990;2919458;2919824;2920570;2920801;2921088;2921557;2922871","+;+;+;+;+;+;+;+;+;+",6335,"AAEL017512","EOG8N075C-EOG8N075C","FBpp0085217-FBpp0085778","FBgn0270927-FBgn0034417","CG2135-CG15117","betaGlu-CG15117","","","","FBpp0085217-FBpp0085777","FBgn0270927-FBgn0034417","CG2135-CG15117","betaGlu-CG15117","0-0",""
"56","gene11968",4,"gene11968","supercont1.999;supercont1.999","230046;230315","230253;230962","+;+",856,"AAEL014067","EOG82RH0T","FBpp0075434","FBgn0036437","CG5048","CG5048","","","","FBpp0075434","FBgn0036437","CG5048","CG5048","7.00E-29",""
"57","gene11994",1,"gene11994","supercont1.446;supercont1.446","615615;616108","616052;616203","+;+",534,"AAEL009997","EOG8577ZT","FBpp0073784","FBgn0030608","CG9057","Lsd-2","","","","FBpp0110268","FBgn0030608","CG9057","Lsd-2","2.00E-53",""
"58","gene12060",3,"gene12060","supercont1.676;supercont1.676","390;30940","1503;32109","+;+",2284,"AAEL012302","EOG8THZJK","FBpp0074205","FBgn0030839","CG5613","CG5613","","","","FBpp0074206","FBgn0030839","CG5613","CG5613","5.00E-47",""
"59","gene12135",3,"gene12135","supercont1.191;supercont1.191;supercont1.191","160255;162048;167329","161988;167246;167415","-;-;-",7020,"AAEL006138",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"60","gene12148",3,"gene12148","supercont1.191","37742","47341","+",9600,"AAEL006126",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"61","gene12164",3,"gene12164","supercont1.191;supercont1.191;supercont1.191;supercont1.191","31438;31969;32238;37726","31903;32175;32486;38627","-;-;-;-",1824,"AAEL006156",NA,NA,NA,NA,NA,"","","","FBpp0073969-FBpp0073970-FBpp0072626-FBpp0298003","FBgn0052581-FBgn0030693-FBgn0035233-FBgn0086129","CG32581-CG8974-CG7864-CG3231","CG32581-CG8974-Pex10-snama","0.001-0.001-0.002-0.003",""
"62","gene12181",1,"gene12181","supercont1.118;supercont1.118;supercont1.118;supercont1.118;supercont1.118","1009167;1010877;1011252;1056886;1084104","1009854;1011191;1011626;1057737;1085385","+;+;+;+;+",3512,"AAEL004409",NA,NA,NA,NA,NA,"","","","FBpp0070070-FBpp0088184-FBpp0080260-FBpp0080451-FBpp0071921-FBpp0291732-FBpp0071920-FBpp0072761","FBgn0004034-FBgn0039896-FBgn0041713-FBgn0032601-FBgn0034856-FBgn0038151-FBgn0041712-FBgn0035328","CG3757-CG1629-CG4182-CG17914-CG9891-CG17044-CG9889-CG13804","y-yellow-h-yellow-c-yellow-b-yellow-d2-yellow-e2-yellow-d-yellow-g2","4e-33-9e-32-4e-28-7e-27-8e-27-1e-26-1e-25-4e-21",""
"63","gene12192",1,"gene12192","supercont1.70","1650785","1652720","+",1936,"AAEL002880",NA,NA,NA,NA,NA,"","","","FBpp0290431-FBpp0082362-FBpp0289635-FBpp0082363-FBpp0301202-FBpp0304587","FBgn0038727-FBgn0051326-FBgn0053329-FBgn0038211-FBgn0039272-FBgn0000808","CG7432-CG31326-CG33329-CG9649-CG11836-CG1505","CG7432-CG31326-Sp212-CG9649-CG11836-gd","2e-37-6e-32-2e-31-7e-31-1e-30-1e-29",""
"64","gene12196",1,"gene12196","supercont1.70;supercont1.70;supercont1.70","2306776;2311167;2312291","2307867;2312214;2312694","-;-;-",2544,"AAEL002870","EOG8616VD","FBpp0081331","FBgn0037580","CG7415","DppIII","","","","FBpp0081330","FBgn0037580","CG7415","DppIII","0",""
"65","gene12209",3,"gene12209","supercont1.70;supercont1.70;supercont1.70;supercont1.70","814684;815481;818302;827126","815424;816004;818582;827541","-;-;-;-",1962,"AAEL002874","EOG8FN795","FBpp0288673","FBgn0030178","CG2974","CG2974","","","","FBpp0288673","FBgn0030178","CG2974","CG2974","7.00E-102",""
"66","gene12255",1,"gene12255","supercont1.25;supercont1.25;supercont1.25;supercont1.25;supercont1.25","3651772;3653595;3659071;3659509;3690119","3653533;3654470;3659396;3660776;3690780","-;-;-;-;-",4894,"AAEL001209","EOG8K3PMX-EOG8K3PMX","FBpp0085818-FBpp0085814","FBgn0034392-FBgn0034394","CG15094-CG15096","MFS15-CG15096","","","","FBpp0085814-FBpp0085818-FBpp0085816-FBpp0087925","FBgn0034394-FBgn0034392-FBgn0010651-FBgn0033234","CG15096-CG15094-CG15095-CG8791","CG15096-MFS15-MFS14-MFS12","0-5e-177-2e-157-1e-150",""
"67","gene12333",4,"gene12333","supercont1.950;supercont1.950;supercont1.950;supercont1.950","176147;215742;227390;308519","178179;217470;227524;319169","+;+;+;+",14548,"AAEL013882","EOG8DBX5B","FBpp0303264","FBgn0266129","CG16778","lov","","","","FBpp0072359-FBpp0088396","FBgn0266129-FBgn0005630","CG16778-CG12052","lov-lola","1e-69-1e-35",""
"68","gene12352",3,"gene12352","supercont1.43;supercont1.43;supercont1.43;supercont1.43;supercont1.43;supercont1.43;supercont1.43","1299647;1320760;1322159;1322497;1323201;1323502;1323717","1300937;1321320;1322435;1322918;1323439;1323654;1324532","+;+;+;+;+;+;+",3759,"AAEL001818",NA,NA,NA,NA,NA,"","","","FBpp0088238-FBpp0292234","FBgn0011747-FBgn0261788","CG1651-CG42734","Ank-Ank2","3e-27-4e-27",""
"69","gene12396",2,"gene12396","supercont1.433;supercont1.433;supercont1.433;supercont1.433","287195;287856;293835;296155","287787;288515;295271;296378","-;-;-;-",2914,"AAEL009858","EOG8JQ6QW","FBpp0293592","FBgn0053527","CG33527","SIFa","SIFamide","neuropeptide","","FBpp0293592","FBgn0053527","CG33527","SIFa","1.00E-14","orthoDB"
"70","gene12398",3,"gene12398","supercont1.885;supercont1.885;supercont1.885","200866;201701;224090","201632;202219;224776","+;+;+",1973,"AAEL013608","EOG864341","FBpp0271784","FBgn0024994","CG2675","Csat","","","","FBpp0070478-FBpp0078648","FBgn0024994-FBgn0031676","CG2675-CG14040","Csat-CG14040","1e-163-3e-18",""
"71","gene12423",3,"gene12423","supercont1.123;supercont1.123","1725347;1739130","1725886;1739771","+;+",1182,"AAEL004547",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"72","gene12430",1,"gene12430","supercont1.123;supercont1.123;supercont1.123;supercont1.123;supercont1.123;supercont1.123;supercont1.123;supercont1.123;supercont1.123;supercont1.123","1955367;1961562;1961870;1962175;1963031;1963207;1963800;1964986;1994990;1995233","1956004;1961803;1962105;1962325;1963141;1963371;1964014;1965013;1995147;1995727","-;-;-;-;-;-;-;-;-;-",2439,"AAEL004575","EOG815K4V-EOG815K4V","FBpp0078861-FBpp0081961","FBgn0001089-FBgn0260746","CG9092-CG3132","Gal-Ect3","","","","FBpp0078861-FBpp0081961","FBgn0001089-FBgn0260746","CG9092-CG3132","Gal-Ect3","0-0",""
"73","gene12541",1,"gene12541","supercont1.223;supercont1.223;supercont1.223;supercont1.223;supercont1.223","1445546;1446143;1453130;1473312;1473672","1446140;1446498;1455251;1473609;1474671","+;+;+;+;+",4371,"AAEL006835","EOG8897BP","FBpp0072323","FBgn0060296","CG15860","pain","painless","TRP","TRP","FBpp0072323-FBpp0072423-FBpp0308766-FBpp0306187-FBpp0304209","FBgn0060296-FBgn0035113-FBgn0260005-FBgn0261788-FBgn0035934","CG15860-CG17142-CG31284-CG42734-CG5751","pain-pyx-wtrw-Ank2-TrpA1","3e-140-5e-28-6e-13-1e-06-2e-05","orthoDB"
"74","gene12551",3,"gene12551","supercont1.1226;supercont1.1226;supercont1.1226;supercont1.1226;supercont1.1226","77993;91428;92333;92716;123009","79462;91860;92696;93140;123198","-;-;-;-;-",2882,"AAEL014702","EOG8BVVKB","FBpp0071302","FBgn0027084","CG12141","Aats-lys","","","","FBpp0071301-FBpp0086897-FBpp0080475-FBpp0304830","FBgn0027084-FBgn0002069-FBgn0051739-FBgn0086443","CG12141-CG3821-CG31739-CG10687","Aats-lys-Aats-asp-CG31739-Aats-asn","0-8e-15-7e-14-3e-07",""
"75","gene12582",3,"gene12582","supercont1.240;supercont1.240;supercont1.240;supercont1.240;supercont1.240;supercont1.240","1400873;1469929;1470342;1491979;1503978;1504128","1401295;1470244;1473116;1492216;1504063;1505608","+;+;+;+;+;+",5319,"AAEL007156","EOG8G1Q7W","FBpp0074527","FBgn0031053","CG14223","CG14223","","","","FBpp0074527","FBgn0031053","CG14223","CG14223","1.00E-57",""
"76","gene12596",3,"gene12596","supercont1.240","1789246","1790677","-",1432,"AAEL007154","EOG8D55Q6-EOG8D55Q6","FBpp0081208-FBpp0081207","FBgn0037433-FBgn0037432","CG17919-CG10298","CG17919-CG10298","","","","FBpp0081208-FBpp0079979-FBpp0081207-FBpp0083648-FBpp0081206-FBpp0077588-FBpp0083647-FBpp0086831-FBpp0073719","FBgn0037433-FBgn0032453-FBgn0037432-FBgn0038973-FBgn0037431-FBgn0011294-FBgn0038972-FBgn0265272-FBgn0030552","CG17919-CG6180-CG10298-CG18594-CG17917-CG5430-CG7054-CG30060-CG15871","CG17919-CG6180-CG10298-Pebp1-CG17917-a5-CG7054-CG30060-mRpL38","5e-52-7e-50-3e-48-2e-42-6e-37-3e-35-2e-33-2e-16-9e-13",""
"77","gene12621",1,"gene12621","supercont1.131;supercont1.131;supercont1.131;supercont1.131;supercont1.131;supercont1.131;supercont1.131;supercont1.131","1666984;1715047;1719271;1721936;1722343;1732496;1738165;1738438","1668376;1716568;1720417;1722122;1722420;1733170;1738266;1739588","+;+;+;+;+;+;+;+",6255,"AAEL004825","EOG8JQ6PB","FBpp0290356","FBgn0265767","CG2893","zyd","","","","FBpp0290355-FBpp0307188","FBgn0265767-FBgn0037238","CG2893-CG1090","zyd-CG1090","2e-89-6e-51",""
"78","gene12647",4,"gene12647","supercont1.216;supercont1.216","1006962;1103196","1007324;1103301","+;+",469,"AAEL006685","EOG8X0QKM","FBpp0312039","FBgn0267252","CG3694","Ggamma30A","","","","FBpp0079395-FBpp0087727","FBgn0267252-FBgn0004921","CG3694-CG8261","Ggamma30A-Ggamma1","6e-42-5e-07",""
"79","gene12656",3,"gene12656","supercont1.216;supercont1.216;supercont1.216;supercont1.216;supercont1.216;supercont1.216;supercont1.216","1561237;1561478;1603811;1617143;1632260;1644134;1646563","1561391;1562106;1604197;1617728;1632888;1646426;1647242","+;+;+;+;+;+;+",5359,"AAEL006682",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"80","gene12707",4,"gene12707","supercont1.656;supercont1.656;supercont1.656","343806;345380;345566","345319;345507;345898","+;+;+",1975,"AAEL012096","EOG84TS0W","FBpp0084440","FBgn0039463","CG18472","CG18472","","","","FBpp0084440-FBpp0081284-FBpp0080535-FBpp0082765-FBpp0085479-FBpp0072164","FBgn0039463-FBgn0010812-FBgn0032640-FBgn0038428-FBgn0266518-FBgn0015544","CG18472-CG2708-CG5094-CG14894-CG3189-CG13570","CG18472-unc-45-Sgt-CG14894-Dpit47-spag","1e-65-3e-10-8e-09-1e-08-1e-07-6e-07",""
"81","gene12751",3,"gene12751","supercont1.44;supercont1.44","1469322;1480692","1470848;1482804","-;-",3640,"AAEL001864","EOG815K62","FBpp0077213","FBgn0261560","CG8846","Thor","","","","FBpp0077213","FBgn0261560","CG8846","Thor","2.00E-29",""
"82","gene12791",3,"gene12791","supercont1.784;supercont1.784;supercont1.784","551630;563412;563638","552451;563552;563969","-;-;-",1295,"AAEL013052","EOG8WHCC5","FBpp0077516","FBgn0010288","CG4265","Uch","","","","FBpp0077516-FBpp0086383-FBpp0076200-FBpp0073471","FBgn0010288-FBgn0262166-FBgn0011327-FBgn0030370","CG4265-CG8445-CG3431-CG1950","Uch-calypso-Uch-L5-Uch-L5R","1e-89-1e-15-5e-14-3e-11",""
"83","gene12809",3,"gene12809","supercont1.733;supercont1.733;supercont1.733","216412;217211;234458","217059;217521;237682","+;+;+",4184,"AAEL012742",NA,NA,NA,NA,NA,"","","","FBpp0077057","FBgn0031190","CG12576","CG12576","0.004",""
"84","gene12839",1,"gene12839","supercont1.1047;supercont1.1047;supercont1.1047","21631;30146;32270","23852;32202;33628","+;+;+",5638,"AAEL014246","EOG8J6VGJ","FBpp0071550","FBgn0034605","CG15661","CG15661","","","","FBpp0071550-FBpp0071551-FBpp0080618-FBpp0306935-FBpp0112233-FBpp0081854-FBpp0081851-FBpp0081814","FBgn0034605-FBgn0027073-FBgn0032684-FBgn0038886-FBgn0040256-FBgn0040251-FBgn0026314-FBgn0040259","CG15661-CG4302-CG10178-CG6475-CG6633-CG6658-CG6649-CG18578","CG15661-CG4302-CG10178-CG6475-Ugt86Dd-Ugt86Di-Ugt35b-Ugt86Da","6e-168-4e-147-4e-143-1e-136-5e-99-1e-98-4e-95-2e-93",""
"85","gene12855",3,"gene12855","supercont1.269;supercont1.269;supercont1.269;supercont1.269","8996;9569;9762;10051","9507;9699;9916;10455","-;-;-;-",1203,"AAEL007634","EOG8VT8Q6","FBpp0081362","FBgn0051460","CG31460","CG31460","","","","FBpp0081362","FBgn0051460","CG31460","CG31460","4.00E-32",""
"86","gene12866",3,"gene12866","supercont1.98;supercont1.98;supercont1.98;supercont1.98;supercont1.98;supercont1.98;supercont1.98","1674399;1678922;1679454;1680069;1697334;1697971;1699923","1678854;1679179;1679565;1680346;1697701;1698780;1699976","-;-;-;-;-;-;-",6336,"AAEL003844",NA,NA,NA,NA,NA,"","","","FBpp0291374-FBpp0085887-FBpp0297499","FBgn0031213-FBgn0034365-FBgn0031214","CG11372-CG5335-CG11374","galectin-CG5335-CG11374","8e-14-6e-09-3e-06",""
"87","gene1289",3,"gene1289","supercont1.51;supercont1.51","1049700;1050093","1050020;1050690","+;+",919,"AAEL002185",NA,NA,NA,NA,NA,"","","","FBpp0288711-FBpp0079122","FBgn0031942-FBgn0031940","CG7203-CG7214","CG7203-CG7214","9e-05-0.006",""
"88","gene12890",3,"gene12890","supercont1.98;supercont1.98","1441981;1442413","1442345;1443403","-;-",1356,"AAEL003843",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"89","gene12930",4,"gene12930","supercont1.134;supercont1.134;supercont1.134;supercont1.134;supercont1.134","1609298;1692207;1707168;1707518;1708108","1609319;1692438;1707454;1708045;1708623","+;+;+;+;+",1585,"AAEL004898","EOG854CR0-EOG854CR0","FBpp0076745-FBpp0099403","FBgn0052406-FBgn0053993","CG32406-CG33993","PVRAP-CG33993","","","","FBpp0099403-FBpp0076745-FBpp0076778-FBpp0081597-FBpp0086816","FBgn0053993-FBgn0052406-FBgn0035656-FBgn0000244-FBgn0004638","CG33993-CG32406-CG10479-CG9379-CG6033","CG33993-PVRAP-CG10479-by-drk","3e-90-1e-61-4e-12-3e-10-4e-09",""
"90","gene12981",2,"gene12981","supercont1.35;supercont1.35","142848;159614","143179;159966","-;-",685,"AAEL001529",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"91","gene1313",3,"gene1313","supercont1.51;supercont1.51;supercont1.51;supercont1.51;supercont1.51;supercont1.51;supercont1.51","2097202;2106593;2107884;2108202;2111880;2126274;2131656","2097604;2107061;2108132;2108397;2112039;2126444;2131943","-;-;-;-;-;-;-",1936,"AAEL002182","EOG8H1DMF","FBpp0077799","FBgn0031238","CG3645","CG3645","","","","FBpp0077799-FBpp0080694-FBpp0073720-FBpp0080828","FBgn0031238-FBgn0032750-FBgn0030554-FBgn0032819","CG3645-CG10495-CG1434-CG10463","CG3645-CG10495-CG1434-CG10463","0-4e-39-2e-24-2e-17",""
"92","gene13193",3,"gene13193","supercont1.856;supercont1.856;supercont1.856;supercont1.856;supercont1.856;supercont1.856;supercont1.856","202406;202790;203095;207874;208041;230192;230799","202719;203033;203722;207978;215487;230736;231042","-;-;-;-;-;-;-",9527,"AAEL013492",NA,NA,NA,NA,NA,"","","","FBpp0087744-FBpp0291496-FBpp0291497-FBpp0088363-FBpp0072365-FBpp0073484-FBpp0077690-FBpp0075491","FBgn0033367-FBgn0261363-FBgn0283437-FBgn0002565-FBgn0002564-FBgn0002562-FBgn0002563-FBgn0000639","CG8193-CG42640-CG42639-CG6806-CG6821-CG2559-CG4178-CG17285","PPO2-PPO3-PPO1-Lsp2-Lsp1gamma-Lsp1alpha-Lsp1beta-Fbp1","0-0-0-4e-41-3e-38-2e-33-3e-33-2e-14",""
"93","gene13247",1,"gene13247","supercont1.1032;supercont1.1032","233341;234453","234385;234744","+;+",1337,"AAEL014197",NA,NA,NA,NA,NA,"AaegOr88","OR","OR",NA,NA,NA,NA,NA,"Or paper"
"94","gene13254",2,"gene13254","supercont1.1152;supercont1.1152;supercont1.1152","134970;136356;137880","136289;137810;141213","+;+;+",6109,"AAEL014527","EOG8WT023","FBpp0307188","FBgn0037238","CG1090","CG1090","","","","FBpp0307188-FBpp0112492","FBgn0037238-FBgn0265767","CG1090-CG2893","CG1090-zyd","8e-121-1e-52",""
"95","gene13260",3,"gene13260","supercont1.1370;supercont1.1370;supercont1.1370","3121;7574;13495","3306;8012;13592","-;-;-",723,"AAEL014966",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"96","gene13285",2,"gene13285","supercont1.648;supercont1.648;supercont1.648;supercont1.648;supercont1.648;supercont1.648","385951;387080;387306;387690;411606;412913","387022;387239;387619;387931;412195;413353","-;-;-;-;-;-",2819,"AAEL012052","EOG8XWJPJ","FBpp0293440","FBgn0033628","CG13203","CG13203","","","","FBpp0293441","FBgn0033628","CG13203","CG13203","2.00E-10",""
"97","gene1332",1,"gene1332","supercont1.596;supercont1.596;supercont1.596;supercont1.596;supercont1.596","760146;761678;761921;762068;764147","761600;761854;761980;762838;764194","-;-;-;-;-",2511,"AAEL011639","EOG8D81ZT","FBpp0086623","FBgn0050197","CG30197","CG30197","","","","FBpp0086623","FBgn0050197","CG30197","CG30197","3.00E-27",""
"98","gene1343",1,"gene1343","supercont1.12;supercont1.12","747327;748181","748101;748792","-;-",1387,"AAEL000621",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"99","gene13436",3,"gene13436","supercont1.54;supercont1.54;supercont1.54","2085470;2085993;2093449","2085880;2086262;2094933","+;+;+",2166,"AAEL002334","EOG8W3WCR","FBpp0075104","FBgn0025582","CG9677","Int6","","","","FBpp0075104-FBpp0079381","FBgn0025582-FBgn0013746","CG9677-CG9556","Int6-alien","0-0.002",""
"100","gene13466",4,"gene13466","supercont1.52","1754552","1756333","-",1782,"AAEL002255","EOG847JKT","FBpp0070797","FBgn0029813","CG15766","CG15766","","","","FBpp0070797-FBpp0080882-FBpp0085702-FBpp0078873-FBpp0070421-FBpp0072163","FBgn0029813-FBgn0032839-FBgn0034429-FBgn0031791-FBgn0040376-FBgn0019643","CG15766-CG10659-CG18607-CG9486-CG13759-CG3318","CG15766-CG10659-CG18607-AANATL2-CG13759-Dat","5e-21-7e-17-3e-16-2e-14-1e-13-3e-12",""
"101","gene13472",1,"gene13472","supercont1.52;supercont1.52;supercont1.52;supercont1.52;supercont1.52;supercont1.52;supercont1.52;supercont1.52","2490358;2517140;2527499;2554000;2554207;2573383;2581479;2581656","2491317;2517358;2528039;2554133;2554282;2573548;2581595;2582801","+;+;+;+;+;+;+;+",3359,"AAEL002261","EOG8X6G1N","FBpp0071507","FBgn0003162","CG9441","Pu","","","","FBpp0071507","FBgn0003162","CG9441","Pu","2.00E-137",""
"102","gene13480",3,"gene13480","supercont1.210","1312894","1315723","+",2830,"AAEL006542","EOG84J58P","FBpp0083269","FBgn0038738","CG4572","CG4572","","","","FBpp0083269-FBpp0080368-FBpp0072504-FBpp0072505-FBpp0080367","FBgn0038738-FBgn0051823-FBgn0052483-FBgn0035154-FBgn0051821","CG4572-CG31823-CG32483-CG3344-CG31821","CG4572-CG31823-CG32483-CG3344-CG31821","2e-167-1e-48-4e-44-2e-43-3e-36",""
"103","gene13496",3,"gene13496","supercont1.210","1324200","1325956","-",1757,"AAEL006563","EOG84J58P","FBpp0083269","FBgn0038738","CG4572","CG4572","","","","FBpp0083269-FBpp0080368-FBpp0072504-FBpp0072505-FBpp0080367","FBgn0038738-FBgn0051823-FBgn0052483-FBgn0035154-FBgn0051821","CG4572-CG31823-CG32483-CG3344-CG31821","CG4572-CG31823-CG32483-CG3344-CG31821","4e-135-3e-45-2e-39-6e-38-1e-31",""
"104","gene13526",3,"gene13526","supercont1.276;supercont1.276;supercont1.276;supercont1.276;supercont1.276","865778;866271;867070;870126;870503","866126;866782;868456;870444;870833","+;+;+;+;+",2898,"AAEL007718","EOG8H7530","FBpp0086097","FBgn0034237","CG4878","eIF3-S9","","","","FBpp0086097-FBpp0078095-FBpp0070859-FBpp0081601","FBgn0034237-FBgn0037135-FBgn0015818-FBgn0267790","CG4878-CG7414-CG3780-CG9373","eIF3-S9-CG7414-Spx-rump","0-2e-04-6e-04-0.008",""
"105","gene13679",3,"gene13679","supercont1.83;supercont1.83;supercont1.83;supercont1.83;supercont1.83;supercont1.83;supercont1.83;supercont1.83","1103336;1103613;1103725;1103863;1103960;1105771;1112772;1139564","1103545;1103657;1103798;1103901;1104474;1106430;1113682;1140241","+;+;+;+;+;+;+;+",3132,"AAEL003294",NA,NA,NA,NA,NA,"","","","FBpp0071343-FBpp0071364-FBpp0071674-FBpp0290151-FBpp0078910","FBgn0030164-FBgn0030163-FBgn0050281-FBgn0050280-FBgn0031804","CG1889-CG1791-CG30281-CG30280-CG9500","CG1889-CG1791-CG30281-CG30280-CG9500","2e-31-7e-29-9e-28-2e-26-9e-25",""
"106","gene13826",3,"gene13826","supercont1.50;supercont1.50;supercont1.50;supercont1.50;supercont1.50;supercont1.50","746377;747210;769347;820106;831318;854164","746856;747400;769403;820233;831493;855415","+;+;+;+;+;+",2284,"AAEL002160","EOG80048W","FBpp0088409","FBgn0030151","CG1354","CG1354","","","","FBpp0088408-FBpp0079327-FBpp0083213-FBpp0080855-FBpp0087084-FBpp0082867","FBgn0030151-FBgn0032031-FBgn0038723-FBgn0032818-FBgn0010339-FBgn0038473","CG1354-CG13390-CG6195-CG10628-CG8340-CG3983","CG1354-CG13390-CG6195-CG10628-128up-Ns1","0-1e-07-2e-07-3e-07-4e-05-0.003",""
"107","gene13844",3,"gene13844","supercont1.50;supercont1.50;supercont1.50","332542;332768;333509","332751;332934;334669","+;+;+",1538,"AAEL002158","EOG8SXR51","FBpp0304478","FBgn0015221","CG1469","Fer2LCH","","","","FBpp0084986-FBpp0073576","FBgn0015221-FBgn0030449","CG1469-CG4349","Fer2LCH-Fer3HCH","7e-39-2e-05",""
"108","gene1387",2,"gene1387","supercont1.109;supercont1.109","1883575;1895283","1884264;1895941","-;-",1349,"AAEL004155",NA,NA,NA,NA,NA,"Neuroparsin/Ovary ecdysteroidogenic hormone (OEH)","neuropeptide","neuropeptide",NA,NA,NA,NA,NA,"vectorbase A.gam orthology"
"109","gene13879",1,"gene13879","supercont1.863;supercont1.863;supercont1.863;supercont1.863;supercont1.863;supercont1.863;supercont1.863;supercont1.863;supercont1.863","163068;190119;260312;302267;303105;303355;303525;308898;309107","163607;190459;260557;302373;303293;303461;303710;309043;309924","+;+;+;+;+;+;+;+;+",2680,"AAEL013526","EOG8HX7S6","FBpp0307948","FBgn0037796","CG12814","CG12814","","","","FBpp0307948-FBpp0073154-FBpp0073449-FBpp0309063","FBgn0037796-FBgn0035543-FBgn0004511-FBgn0029128","CG12814-CG15020-CG9355-CG17131","CG12814-CG15020-dy-tyn","1e-178-7e-11-6e-09-7e-09",""
"110","gene13909",3,"gene13909","supercont1.527;supercont1.527;supercont1.527","531360;532092;535088","532030;533047;535395","-;-;-",1935,"AAEL010968","EOG8G7FQ1","FBpp0303606","FBgn0261112","CG7828","APP-BP1","","","","FBpp0076201-FBpp0077636","FBgn0036000-FBgn0031321","CG3434-CG4947","CG3434-Tgt","2e-110-1e-19",""
"111","gene13944",3,"gene13944","supercont1.1166;supercont1.1166;supercont1.1166;supercont1.1166","7;540;13393;48809","401;2620;13720;48984","-;-;-;-",2980,"AAEL014559",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"112","gene13955",2,"gene13955","supercont1.722;supercont1.722;supercont1.722;supercont1.722;supercont1.722;supercont1.722;supercont1.722","302683;303575;303729;304039;315288;315500;316232","303501;303664;303977;304269;315482;315551;316255","-;-;-;-;-;-;-",1660,"AAEL012658","EOG8ZCWWS","FBpp0087887","FBgn0010504","CG11546","kermit","","","","FBpp0087887-FBpp0113062-FBpp0072662-FBpp0110299","FBgn0010504-FBgn0050021-FBgn0067864-FBgn0000163","CG11546-CG30021-CG12021-CG5055","kermit-metro-Patj-baz","2e-134-6e-06-0.002-0.002",""
"113","gene14014",3,"gene14014","supercont1.17;supercont1.17;supercont1.17","2437089;2445412;2453501","2445366;2446873;2453862","-;-;-",10102,"AAEL000834","EOG8WWV9D-EOG8WWV9D","FBpp0085481-FBpp0072059","FBgn0033079-FBgn0034943","CG3174-CG3006","Fmo-2-Fmo-1","","","","FBpp0072059-FBpp0085481","FBgn0034943-FBgn0033079","CG3006-CG3174","Fmo-1-Fmo-2","1e-163-3e-144",""
"114","gene14053",3,"gene14053","supercont1.435;supercont1.435;supercont1.435;supercont1.435;supercont1.435","384784;409598;414665;433565;445641","385945;410142;415135;434651;447181","+;+;+;+;+",4806,"AAEL009872","EOG815K51","FBpp0073600","FBgn0030478","CG1640","CG1640","","","","FBpp0073600-FBpp0073725-FBpp0081996","FBgn0030478-FBgn0030558-FBgn0037955","CG1640-CG1461-CG6950","CG1640-CG1461-CG6950","0-3e-12-4e-04",""
"115","gene14064",3,"gene14064","supercont1.334;supercont1.334;supercont1.334","693971;695136;695300","695034;695241;695843","-;-;-",1714,"AAEL008594","EOG822DB5","FBpp0078636","FBgn0031662","CG3792","CG3792","","","","FBpp0078636-FBpp0073084","FBgn0031662-FBgn0035517","CG3792-CG1265","CG3792-CG1265","9e-85-1e-13",""
"116","gene14121",3,"gene14121","supercont1.473;supercont1.473;supercont1.473;supercont1.473;supercont1.473","244107;258451;259555;259788;260254","244748;259493;259729;260189;261131","+;+;+;+;+",3140,"AAEL010359","EOG8TXFH9","FBpp0074708","FBgn0036888","CG9330","CG9330","","","","FBpp0074708-FBpp0073367-FBpp0073872-FBpp0110124-FBpp0076719","FBgn0036888-FBgn0030321-FBgn0030672-FBgn0083956-FBgn0004513","CG9330-CG1703-CG9281-CG34120-CG10181","CG9330-CG1703-CG9281-CG34120-Mdr65","0-1e-141-1e-136-7e-11-8e-10",""
"117","gene14145",1,"gene14145","supercont1.1279;supercont1.1279;supercont1.1279;supercont1.1279","107026;107287;107604;115195","107229;107532;107699;115938","-;-;-;-",1290,"AAEL014817","EOG87WRDK","FBpp0070875","FBgn0014031","CG3926","Spat","","","","FBpp0070875","FBgn0014031","CG3926","Spat","2.00E-174",""
