"","vectorbase.RU","internal.gene_id.x","display.name.x","gene.family.x","gene.family.specific.x","fbpp","odb8_og_id","internal.gene_id.y","display.name.y","gene.family.y","gene.family.specific.y","fbgn","annotation_ID","gene_symbol"
"6598","AAEL005021","gene3326","","","","FBpp0290038","EOG89CT03","gene3326","","","","FBgn0031496","CG17258","CG17258"
"6599","AAEL005022","gene3338","","","","FBpp0077722","EOG8X6G15","gene3338","","","","FBgn0027592","CG4184","MED15"
"6600","AAEL005023","gene3329","","","","FBpp0077336","EOG8M3D1P","gene3329","","","","FBgn0031495","CG17257","GABPI"
"6601","AAEL005024","gene3313","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6602","AAEL005025","gene3315","","","","FBpp0077333","EOG85B466","gene3315","","","","FBgn0031492","CG3542","CG3542"
"6603","AAEL005026","gene3311","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6604","AAEL005027","gene3336","","","","FBpp0077716","EOG841T4Q","gene3336","","","","FBgn0002593","CG4087","RpLP1"
"6605","AAEL005028","gene3306","","","","FBpp0070920","EOG890B1S","gene3306","","","","FBgn0029895","CG14441","CG14441"
"6606","AAEL005029","gene3325","","","","FBpp0082978","EOG81RSK6","gene3325","","","","FBgn0042693","CG7913","PP2A-B'"
"6607","AAEL005030","gene3335","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6608","AAEL005031","gene3332","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6609","AAEL005032","gene3333","","","","FBpp0085407","EOG8DNHW6","gene3333","","","","FBgn0039970","CG17508","CG17508"
"6610","AAEL005033","gene3320","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6611","AAEL005034","gene3310","","","","FBpp0078289","EOG8T1MD6","gene3310","","","","FBgn0037385","CG14675","glob3"
"6612","AAEL005034","gene3310","","","","FBpp0290501","EOG8T1MD6","gene3310","","","","FBgn0250846","CG15180","glob2"
"6613","AAEL005035","gene3309","","","","FBpp0080409","EOG8MSGQB","gene3309","","","","FBgn0028375","CG5876","heix"
"6614","AAEL005036","gene3334","","","","FBpp0111291","EOG8H753C","gene3334","","","","FBgn0085212","CG34183","CG34183"
"6615","AAEL005037","gene3305","","","","FBpp0077351","EOG88WFS7","gene3305","","","","FBgn0031497","CG17259","CG17259"
"6616","AAEL005038","gene3307","","","","FBpp0079704","EOG8M0HTC","gene3307","","","","FBgn0015320","CG6720","Ubc2"
"6617","AAEL005039","gene3319","AaegIr68a","IR","IR","FBpp0075915","EOG8GJ2DN","gene3319","AaegIr68a","IR","IR","FBgn0036150","CG6185","Ir68a"
"6618","AAEL005040","gene3323","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6619","AAEL005041","gene3318","","","","FBpp0079780","EOG8T1MCJ","gene3318","","","","FBgn0032298","CG6724","CG6724"
"6620","AAEL005041","gene3318","","","","FBpp0076890","EOG8T1MCJ","gene3318","","","","FBgn0020369","CG1489","Rpt6"
"6621","AAEL005042","gene3312","","","","FBpp0083797","EOG83XXVH","gene3312","","","","FBgn0051457","CG31457","CG31457"
"6622","AAEL005043","gene3328","","","","FBpp0089056","EOG8RNF0J","gene3328","","","","FBgn0032456","CG6214","MRP"
"6623","AAEL005044","gene3308","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6624","AAEL005045","gene3314","","","","FBpp0089056","EOG8RNF0J","gene3314","","","","FBgn0032456","CG6214","MRP"
"6625","AAEL005046","gene3337","","","","FBpp0088583","EOG8284SJ","gene3337","","","","FBgn0031883","CG11266","Caper"
"6626","AAEL005047","gene11650","","","","FBpp0081644","EOG8BS0B1","gene11650","","","","FBgn0037741","CG16908","CG16908"
"6627","AAEL005048","gene11624","","","","FBpp0111302","EOG8DJNPM","gene11624","","","","FBgn0085223","CG34194","CG34194"
"6628","AAEL005049","gene11618","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6629","AAEL005050","gene11628","","","","FBpp0083968","EOG8DZ4M3","gene11628","","","","FBgn0051133","CG31133","Slimp"
"6630","AAEL005051","gene11649","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6631","AAEL005052","gene11622","","","","FBpp0289838","EOG81RSKS","gene11622","","","","FBgn0003890","CG4869","betaTub97EF"
"6632","AAEL005053","gene11645","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6633","AAEL005054","gene11648","","","","FBpp0084849","EOG8B2WP8","gene11648","","","","FBgn0039698","CG7789","CG7789"
"6634","AAEL005056","gene11620","","","","FBpp0084901","EOG8FXV13","gene11620","","","","FBgn0039697","CG7834","CG7834"
"6635","AAEL005057","gene11629","","","","FBpp0076204","EOG812PXT","gene11629","","","","FBgn0035996","CG3448","CG3448"
"6636","AAEL005058","gene11617","","","","FBpp0081652","EOG841T3N","gene11617","","","","FBgn0037780","CG3925","CG3925"
"6637","AAEL005059","gene11637","","","","FBpp0079897","EOG8CVJZT","gene11637","","","","FBgn0032394","CG6746","CG6746"
"6638","AAEL005060","gene11644","","","","FBpp0081237","EOG8STVX0","gene11644","","","","FBgn0037515","CG3066","Sp7"
"6639","AAEL005060","gene11644","","","","FBpp0304083","EOG8STVX0","gene11644","","","","FBgn0085438","CG34409","CG34409"
"6640","AAEL005060","gene11644","","","","FBpp0290158","EOG8STVX0","gene11644","","","","FBgn0027930","CG1102","MP1"
"6641","AAEL005060","gene11644","","","","FBpp0085000","EOG8STVX0","gene11644","","","","FBgn0039759","CG9733","CG9733"
"6642","AAEL005060","gene11644","","","","FBpp0082539","EOG8STVX0","gene11644","","","","FBgn0000533","CG4920","ea"
"6643","AAEL005060","gene11644","","","","FBpp0083832","EOG8STVX0","gene11644","","","","FBgn0039102","CG16705","SPE"
"6644","AAEL005061","gene11625","","","","FBpp0083932","EOG8VT8NN","gene11625","","","","FBgn0266673","CG6159","Sec10"
"6645","AAEL005062","gene11627","","","","FBpp0083935","EOG82NMQX","gene11627","","","","FBgn0039156","CG6178","CG6178"
"6646","AAEL005063","gene11647","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6647","AAEL005064","gene11651","","","","FBpp0083832","EOG8STVX0","gene11651","","","","FBgn0039102","CG16705","SPE"
"6648","AAEL005064","gene11651","","","","FBpp0085000","EOG8STVX0","gene11651","","","","FBgn0039759","CG9733","CG9733"
"6649","AAEL005064","gene11651","","","","FBpp0304083","EOG8STVX0","gene11651","","","","FBgn0085438","CG34409","CG34409"
"6650","AAEL005064","gene11651","","","","FBpp0082539","EOG8STVX0","gene11651","","","","FBgn0000533","CG4920","ea"
"6651","AAEL005064","gene11651","","","","FBpp0290158","EOG8STVX0","gene11651","","","","FBgn0027930","CG1102","MP1"
"6652","AAEL005064","gene11651","","","","FBpp0081237","EOG8STVX0","gene11651","","","","FBgn0037515","CG3066","Sp7"
"6653","AAEL005065","gene11626","","","","FBpp0079897","EOG8CVJZT","gene11626","","","","FBgn0032394","CG6746","CG6746"
"6654","AAEL005066","gene11621","","","","FBpp0293022","EOG8CZF60","gene11621","","","","FBgn0265988","CG42863","mv"
"6655","AAEL005068","gene11641","","","","FBpp0078593","EOG8VDSQ0","gene11641","","","","FBgn0037236","CG9772","Skp2"
"6656","AAEL005069","gene11619","","","","FBpp0083503","EOG8N8TXG","gene11619","","","","FBgn0016700","CG3320","Rab1"
"6657","AAEL005070","gene11630","","","","FBpp0083849","EOG8VMJ70","gene11630","","","","FBgn0039116","CG10375","CG10375"
"6658","AAEL005071","gene11640","","","","FBpp0078310","EOG8W9MVH","gene11640","","","","FBgn0037391","CG2017","CG2017"
"6659","AAEL005072","gene11639","","","","FBpp0081617","EOG8V19S9","gene11639","","","","FBgn0037754","CG8500","CG8500"
"6660","AAEL005073","gene11643","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6661","AAEL005074","gene11636","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6662","AAEL005075","gene11634","","","","FBpp0078296","EOG8SJ85P","gene11634","","","","FBgn0028436","CG10610","ECSIT"
"6663","AAEL005076","gene11633","","","","FBpp0110098","EOG88GZTK","gene11633","","","","FBgn0039064","CG4467","CG4467"
"6664","AAEL005077","gene11623","","","","FBpp0303398","EOG851HGD","gene11623","","","","FBgn0262975","CG43286","cnc"
"6665","AAEL005078","gene11642","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6666","AAEL005079","gene11646","","","","FBpp0296952","EOG890B1W","gene11646","","","","FBgn0041205","CG16910","key"
"6667","AAEL005080","gene11614","","","","FBpp0081607","EOG8F20TQ","gene11614","","","","FBgn0005777","CG8402","PpD3"
"6668","AAEL005082","gene11632","","","","FBpp0084498","EOG8J140B","gene11632","","","","FBgn0004197","CG6127","Ser"
"6669","AAEL005083","gene11635","","","","FBpp0308248","EOG80GGH9","gene11635","","","","FBgn0265184","CG44249","CG44249"
"6670","AAEL005084","gene11631","","","","FBpp0289838","EOG81RSKS","gene11631","","","","FBgn0003890","CG4869","betaTub97EF"
"6671","AAEL005085","gene11638","","","","FBpp0291653","EOG841T4C","gene11638","","","","FBgn0086710","CG10652","RpL30"
"6672","AAEL005086","gene11613","","","","FBpp0081645","EOG8323QT","gene11613","","","","FBgn0037739","CG12948","CG12948"
"6673","AAEL005088","gene11616","","","","FBpp0085373","EOG8NCQ55","gene11616","","","","FBgn0033032","CG1298","kune"
"6674","AAEL005089","gene6441","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6675","AAEL005090","gene6446","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6676","AAEL005091","gene6444","","","","FBpp0303757","EOG85TGCQ","gene6444","","","","FBgn0040397","CG3655","CG3655"
"6677","AAEL005092","gene6445","","","","FBpp0076451","EOG8C5G94","gene6445","","","","FBgn0020392","CG7436","Nmt"
"6678","AAEL005093","gene6442","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6679","AAEL005094","gene6438","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6680","AAEL005095","gene6440","","","","FBpp0309261","EOG8F7RB4","gene6440","","","","FBgn0085440","CG34411","CG34411"
"6681","AAEL005097","gene6447","","","","FBpp0079484","EOG84N1JH","gene6447","","","","FBgn0011272","CG4651","RpL13"
"6682","AAEL005098","gene6443","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6683","AAEL005099","gene6439","","","","FBpp0309308","EOG8FR3HF","gene6439","","","","FBgn0265597","CG44424","rad"
"6684","AAEL005100","gene9094","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6685","AAEL005101","gene9105","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6686","AAEL005102","gene9111","","","","FBpp0271924","EOG88SKK9","gene9111","","","","FBgn0063667","CG32335","CG32335"
"6687","AAEL005102","gene9111","","","","FBpp0072531","EOG88SKK9","gene9111","","","","FBgn0035189","CG9119","CG9119"
"6688","AAEL005103","gene9089","","","","FBpp0072788","EOG8V460T","gene9089","","","","FBgn0035318","CG9018","CG9018"
"6689","AAEL005104","gene9093","","","","FBpp0304907","EOG8QG04D","gene9093","","","","FBgn0035317","CG13809","Oseg2"
"6690","AAEL005105","gene9095","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6691","AAEL005106","gene9090","","","","FBpp0072927","EOG85F0FH","gene9090","","","","FBgn0035436","CG12016","CG12016"
"6692","AAEL005107","gene9102","","","","FBpp0099600","EOG82Z7H4","gene9102","","","","FBgn0063923","CG1220","Kaz1-ORFB"
"6693","AAEL005107","gene9102","","","","FBpp0111672","EOG82Z7H4","gene9102","","","","FBgn0085483","CG34454","CG34454"
"6694","AAEL005108","gene9116","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6695","AAEL005109","gene9104","","","","FBpp0110135","EOG81RSK3","gene9104","","","","FBgn0083960","CG34124","CG34124"
"6696","AAEL005110","gene9103","","","","FBpp0074364","EOG8PRWH1","gene9103","","","","FBgn0030931","CG6318","Rad51D"
"6697","AAEL005111","gene9112","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6698","AAEL005112","gene9106","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6699","AAEL005113","gene9097","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6700","AAEL005114","gene9101","","","","FBpp0081156","EOG8J1423","gene9101","","","","FBgn0010774","CG1101","Ref1"
"6701","AAEL005115","gene9091","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6702","AAEL005116","gene9113","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6703","AAEL005117","gene9110","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6704","AAEL005118","gene9088","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6705","AAEL005119","gene9086","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6706","AAEL005120","gene9098","","","","FBpp0086902","EOG8X9B7Z","gene9098","","","","FBgn0033782","CG3850","sug"
"6707","AAEL005121","gene9107","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6708","AAEL005122","gene9109","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6709","AAEL005123","gene9115","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6710","AAEL005124","gene9108","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6711","AAEL005125","gene9087","","","","FBpp0289473","EOG83FKQ8","gene9087","","","","FBgn0259933","CG42456","CG42456"
"6712","AAEL005126","gene9099","","","","FBpp0086919","EOG8PG8RD","gene9099","","","","FBgn0033783","CG17019","CG17019"
"6713","AAEL005127","gene9092","","","","FBpp0080305","EOG8XH2S0","gene9092","","","","FBgn0086691","CG15261","UK114"
"6714","AAEL005128","gene9096","","","","FBpp0289574","EOG8T4GKW","gene9096","","","","FBgn0035171","CG12502","CG12502"
"6715","AAEL005129","gene9100","","","","FBpp0083376","EOG8KWNKS","gene9100","","","","FBgn0038834","CG15697","RpS30"
"6716","AAEL005130","gene4600","","","","FBpp0308390","EOG88GZV6","gene4600","","","","FBgn0033252","CG12769","CG12769"
"6717","AAEL005131","gene4594","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6718","AAEL005132","gene4595","","","","FBpp0071440","EOG8PRWG0","gene4595","","","","FBgn0001206","CG1619","Hmr"
"6719","AAEL005133","gene4601","","","","FBpp0077718","EOG83R6CF","gene4601","","","","FBgn0031255","CG13691","BBS8"
"6720","AAEL005134","gene4589","","","","FBpp0074909","EOG890B1C","gene4589","","","","FBgn0036768","CG7402","CG7402"
"6721","AAEL005134","gene4589","","","","FBpp0300164","EOG890B1C","gene4589","","","","FBgn0052191","CG32191","CG32191"
"6722","AAEL005136","gene4592","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6723","AAEL005137","gene4602","","","","FBpp0074920","EOG83R6CS","gene4602","","","","FBgn0036769","CG5492","Tsp74F"
"6724","AAEL005138","gene4596","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6725","AAEL005139","gene4586","","","","FBpp0077338","EOG8RNF1N","gene4586","","","","FBgn0031498","CG17260","CG17260"
"6726","AAEL005140","gene4593","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6727","AAEL005141","gene4605","","","","FBpp0289334","EOG87DD7K","gene4605","","","","FBgn0052441","CG32441","CG32441"
"6728","AAEL005142","gene4581","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6729","AAEL005143","gene4587","","","","FBpp0074984","EOG8897DN","gene4587","","","","FBgn0036728","CG7580","UQCR-Q"
"6730","AAEL005145","gene4606","","","","FBpp0077698","EOG8WHCBW","gene4606","","","","FBgn0031287","CG4291","CG4291"
"6731","AAEL005146","gene4603","","","","FBpp0078032","EOG8C5GB2","gene4603","","","","FBgn0037102","CG7172","CG7172"
"6732","AAEL005147","gene4599","","","","FBpp0084594","EOG8ZW82X","gene4599","","","","FBgn0005659","CG5583","Ets98B"
"6733","AAEL005148","gene4582","","","","FBpp0073200","EOG8Z395G","gene4582","","","","FBgn0052238","CG32238","CG32238"
"6734","AAEL005149","gene4591","","","","FBpp0075555","EOG8N075F","gene4591","","","","FBgn0036376","CG10743","Liprin-beta"
"6735","AAEL005150","gene4585","","","","FBpp0072778","EOG82NMS6","gene4585","","","","FBgn0035335","CG1320","mRpL23"
"6736","AAEL005151","gene4597","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6737","AAEL005152","gene4590","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6738","AAEL005153","gene4604","","","","FBpp0100006","EOG87Q105","gene4604","","","","FBgn0036799","CG13380","CG13380"
"6739","AAEL005154","gene15017","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6740","AAEL005155","gene15018","","","","FBpp0304907","EOG8QG04D","gene15018","","","","FBgn0035317","CG13809","Oseg2"
"6741","AAEL005156","gene15030","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6742","AAEL005157","gene15026","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6743","AAEL005158","gene15031","","","","FBpp0072788","EOG8V460T","gene15031","","","","FBgn0035318","CG9018","CG9018"
"6744","AAEL005159","gene15022","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6745","AAEL005160","gene15023","","","","FBpp0084081","EOG8T7BTT","gene15023","","","","FBgn0013953","CG7005","Esp"
"6746","AAEL005160","gene15023","","","","FBpp0085026","EOG8T7BTT","gene15023","","","","FBgn0039787","CG9702","CG9702"
"6747","AAEL005160","gene15023","","","","FBpp0085041","EOG8T7BTT","gene15023","","","","FBgn0039789","CG9717","CG9717"
"6748","AAEL005161","gene15020","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6749","AAEL005162","gene15019","","","","FBpp0082412","EOG8VDSR9","gene15019","","","","FBgn0038234","CG3351","mRpL11"
"6750","AAEL005163","gene15024","","","","FBpp0084082","EOG8J408N","gene15024","","","","FBgn0039233","CG7006","CG7006"
"6751","AAEL005164","gene15028","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6752","AAEL005165","gene15032","","","","FBpp0082219","EOG8MPMG5","gene15032","","","","FBgn0038145","CG8863","Droj2"
"6753","AAEL005166","gene15021","","","","FBpp0078964","EOG8897C3","gene15021","","","","FBgn0000320","CG9554","eya"
"6754","AAEL005167","gene15029","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6755","AAEL005168","gene15016","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6756","AAEL005169","gene15033","","","","FBpp0084608","EOG82JRGN","gene15033","","","","FBgn0039543","CG12428","CG12428"
"6757","AAEL005170","gene15027","","","","FBpp0080835","EOG8THZKQ","gene15027","","","","FBgn0032833","CG10664","COX4"
"6758","AAEL005170","gene15027","","","","FBpp0085425","EOG8THZKQ","gene15027","","","","FBgn0033020","CG10396","COX4L"
"6759","AAEL005171","gene11491","","","","FBpp0081683","EOG8K0TF1","gene11491","","","","FBgn0037777","CG11722","CG11722"
"6760","AAEL005172","gene11492","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6761","AAEL005173","gene11482","","","","FBpp0288470","EOG805VS1","gene11482","","","","FBgn0262511","CG8048","Vha44"
"6762","AAEL005174","gene11480","","","","FBpp0297794","EOG85QM4C","gene11480","","","","FBgn0263077","CG43340","CG43340"
"6763","AAEL005175","gene11484","","","","FBpp0087891","EOG8N33D6","gene11484","","","","FBgn0263593","CG8709","Lpin"
"6764","AAEL005176","gene11507","","","","FBpp0073023","EOG8XPT6V","gene11507","","","","FBgn0035481","CG12605","CG12605"
"6765","AAEL005176","gene11507","","","","FBpp0073022","EOG8XPT6V","gene11507","","","","FBgn0004880","CG1130","scrt"
"6766","AAEL005176","gene11507","","","","FBpp0072462","EOG8XPT6V","gene11507","","","","FBgn0035144","CG17181","Kah"
"6767","AAEL005177","gene11497","","","","FBpp0079995","EOG8962GZ","gene11497","","","","FBgn0040509","CG17174","ACXB"
"6768","AAEL005177","gene11497","","","","FBpp0079994","EOG8962GZ","gene11497","","","","FBgn0040508","CG5983","ACXC"
"6769","AAEL005177","gene11497","","","","FBpp0072753","EOG8962GZ","gene11497","","","","FBgn0040507","CG5712","ACXD"
"6770","AAEL005177","gene11497","","","","FBpp0302693","EOG8962GZ","gene11497","","","","FBgn0040506","CG17178","ACXE"
"6771","AAEL005177","gene11497","","","","FBpp0079996","EOG8962GZ","gene11497","","","","FBgn0040510","CG17176","ACXA"
"6772","AAEL005178","gene11485","","","","FBpp0086361","EOG81C9MT","gene11485","","","","FBgn0034076","CG8424","Jhedup"
"6773","AAEL005179","gene11509","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6774","AAEL005180","gene11499","","","","FBpp0080552","EOG8ZW82F","gene11499","","","","FBgn0024689","CG6549","fws"
"6775","AAEL005181","gene11477","","","","FBpp0307715","EOG8TB72P","gene11477","","","","FBgn0034075","CG8421","Asph"
"6776","AAEL005182","gene11495","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6777","AAEL005183","gene11483","","","","FBpp0082935","EOG8J6VHV","gene11483","","","","FBgn0038540","CG14321","CG14321"
"6778","AAEL005185","gene11508","","","","FBpp0076155","EOG8B5RXT","gene11508","","","","FBgn0036008","CG3408","CG3408"
"6779","AAEL005186","gene11513","","","","FBpp0293143","EOG880MMX","gene11513","","","",NA,NA,NA
"6780","AAEL005187","gene11501","","","","FBpp0076111","EOG85F0DJ","gene11501","","","","FBgn0267348","CG3322","LanB2"
"6781","AAEL005188","gene11506","","","","FBpp0079549","EOG8J407S","gene11506","","","","FBgn0032192","CG5731","CG5731"
"6782","AAEL005188","gene11506","","","","FBpp0086315","EOG8J407S","gene11506","","","","FBgn0034117","CG7997","CG7997"
"6783","AAEL005190","gene11478","","","","FBpp0087491","EOG876NS4","gene11478","","","","FBgn0033480","CG12921","mRpL42"
"6784","AAEL005191","gene11473","","","","FBpp0087515","EOG8NZXK4","gene11473","","","","FBgn0013435","CG1362","cdc2rk"
"6785","AAEL005192","gene11503","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6786","AAEL005193","gene11504","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6787","AAEL005194","gene11494","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6788","AAEL005195","gene11512","","","","FBpp0081194","EOG8K6JX3","gene11512","","","","FBgn0002522","CG1264","lab"
"6789","AAEL005196","gene11489","","","","FBpp0079831","EOG8SJ851","gene11489","","","","FBgn0032363","CG6509","CG6509"
"6790","AAEL005197","gene11474","","","","FBpp0087883","EOG879J00","gene11474","","","","FBgn0033272","CG8707","RagC-D"
"6791","AAEL005198","gene11505","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6792","AAEL005199","gene11488","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6793","AAEL005200","gene11475","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6794","AAEL005201","gene11500","","","","FBpp0086289","EOG8G4KG3","gene11500","","","","FBgn0010611","CG4311","Hmgs"
"6795","AAEL005202","gene11490","","","","FBpp0072215","EOG84N1J5","gene11490","","","","FBgn0035025","CG11416","uri"
"6796","AAEL005203","gene11481","","","","FBpp0071542","EOG8FTZRK","gene11481","","","","FBgn0034614","CG9752","CG9752"
"6797","AAEL005204","gene11486","","","","FBpp0088024","EOG8RFPJC","gene11486","","","","FBgn0033196","CG1358","CG1358"
"6798","AAEL005205","gene11487","","","","FBpp0289681","EOG8WWVB8","gene11487","","","","FBgn0052638","CG32638","CG32638"
"6799","AAEL005206","gene11479","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6800","AAEL005207","gene11502","","","","FBpp0070837","EOG85MQWQ","gene11502","","","","FBgn0029843","CG5905","Nep1"
"6801","AAEL005208","gene11510","","","","FBpp0081650","EOG84F925","gene11510","","","","FBgn0027524","CG3909","CG3909"
"6802","AAEL005209","gene11472","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6803","AAEL005210","gene11476","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6804","AAEL005211","gene11496","","","","FBpp0088469","EOG837V54","gene11496","","","","FBgn0021760","CG32435","chb"
"6805","AAEL005212","gene11511","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6806","AAEL005213","gene11493","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6807","AAEL005214","gene2711","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6808","AAEL005215","gene2725","","","","FBpp0311278","EOG8CRPQQ","gene2725","","","","FBgn0035388","CG2162","CG2162"
"6809","AAEL005216","gene2723","","","","FBpp0077727","EOG873SHF","gene2723","","","","FBgn0031265","CG2794","CG2794"
"6810","AAEL005217","gene2732","","","","FBpp0076849","EOG879J0K","gene2732","","","","FBgn0260856","CG4780","Membrin"
"6811","AAEL005218","gene2718","","","","FBpp0076842","EOG86Q9JW","gene2718","","","","FBgn0010894","CG10624","sinu"
"6812","AAEL005218","gene2718","","","","FBpp0070245","EOG86Q9JW","gene2718","","","","FBgn0013720","CG14779","pck"
"6813","AAEL005219","gene2722","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6814","AAEL005220","gene2720","","","","FBpp0291653","EOG841T4C","gene2720","","","","FBgn0086710","CG10652","RpL30"
"6815","AAEL005221","gene2716","","","","FBpp0071392","EOG8VDSQ2","gene2716","","","","FBgn0052687","CG32687","CG32687"
"6816","AAEL005222","gene2709","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6817","AAEL005223","gene2721","","","","FBpp0079897","EOG8CVJZT","gene2721","","","","FBgn0032394","CG6746","CG6746"
"6818","AAEL005224","gene2728","","","","FBpp0081388","EOG8T7BW3","gene2728","","","","FBgn0037614","CG8116","CG8116"
"6819","AAEL005224","gene2728","","","","FBpp0081390","EOG8T7BW3","gene2728","","","","FBgn0037615","CG11760","CG11760"
"6820","AAEL005225","gene2712","","","","FBpp0073378","EOG8TF3C6","gene2712","","","","FBgn0030323","CG2371","CG2371"
"6821","AAEL005226","gene2730","","","","FBpp0076793","EOG8H752S","gene2730","","","","FBgn0035617","CG5146","l(3)psg2"
"6822","AAEL005227","gene2734","","","","FBpp0075251","EOG869TKF","gene2734","","","","FBgn0036567","CG13074","CG13074"
"6823","AAEL005228","gene2710","","","","FBpp0076842","EOG86Q9JW","gene2710","","","","FBgn0010894","CG10624","sinu"
"6824","AAEL005228","gene2710","","","","FBpp0070245","EOG86Q9JW","gene2710","","","","FBgn0013720","CG14779","pck"
"6825","AAEL005229","gene2724","","","","FBpp0079897","EOG8CVJZT","gene2724","","","","FBgn0032394","CG6746","CG6746"
"6826","AAEL005230","gene2729","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6827","AAEL005231","gene2707","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6828","AAEL005232","gene2714","","","","FBpp0081430","EOG85B47Q","gene2714","","","","FBgn0037613","CG9790","Cks85A"
"6829","AAEL005233","gene2727","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6830","AAEL005234","gene2726","","","","FBpp0084029","EOG81K23D","gene2726","","","","FBgn0262167","CG6631","ana1"
"6831","AAEL005235","gene2733","","","","FBpp0297737","EOG869TMC","gene2733","","","","FBgn0262987","CG43295","CG43295"
"6832","AAEL005236","gene2717","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6833","AAEL005237","gene2715","","","","FBpp0085373","EOG8NCQ55","gene2715","","","","FBgn0033032","CG1298","kune"
"6834","AAEL005238","gene2713","","","","FBpp0085145","EOG8KPX2C","gene2713","","","","FBgn0046332","CG31003","gskt"
"6835","AAEL005238","gene2713","","","","FBpp0304140","EOG8KPX2C","gene2713","","","","FBgn0003371","CG2621","sgg"
